age,annual_income,avg_monthly_spend,credit_utilization,tenure_years,num_products,risk_score
18,55519.0,2125.0,0.25,0.0,1,38.4
18,56579.0,2651.0,0.42,0.0,4,36.3
64,118788.0,5424.0,0.03,1.7,1,20.0
51,97632.0,3472.0,0.09,0.9,1,27.3
49,83683.0,2756.0,0.0,1.4,1,20.5
71,112703.0,4641.0,0.0,1.3,1,16.9
65,111178.0,3149.0,0.0,3.7,1,15.7
42,66967.0,2512.0,0.23,4.1,1,39.5
57,113340.0,1976.0,0.0,14.5,4,16.9
62,108730.0,4800.0,0.09,1.1,1,21.3
70,115122.0,5749.0,0.29,5.1,1,41.2
18,69487.0,3369.0,0.13,0.0,2,31.8
33,67798.0,1943.0,0.65,4.1,3,59.1
56,94464.0,3247.0,0.22,1.5,1,35.0
22,49131.0,1206.0,0.21,1.5,1,26.0
39,81946.0,2193.0,0.03,0.2,3,28.9
46,89827.0,2867.0,0.4,1.8,2,47.7
72,106406.0,4423.0,0.0,6.8,2,17.6
20,51335.0,886.0,0.27,0.2,3,37.2
29,54906.0,1636.0,0.25,1.2,2,34.0
43,71027.0,2501.0,0.21,6.1,2,26.6
33,43652.0,1041.0,0.48,7.6,3,47.4
68,108136.0,2085.0,0.0,3.0,1,14.4
54,69267.0,2400.0,0.17,6.0,3,27.7
39,69858.0,2649.0,0.28,2.5,1,35.7
74,109610.0,4169.0,0.08,0.9,2,26.0
46,100978.0,2883.0,0.28,2.5,2,39.9
31,51976.0,1278.0,0.14,4.3,3,28.2
45,72582.0,1743.0,0.32,14.8,1,35.0
22,50677.0,913.0,0.28,0.4,1,27.2
64,98098.0,2239.0,0.15,3.5,1,29.2
66,129739.0,5702.0,0.0,2.0,1,19.3
47,69321.0,1162.0,0.37,3.5,1,41.9
63,99909.0,1811.0,0.0,0.1,2,17.3
69,117781.0,2462.0,0.09,1.9,1,30.3
22,69618.0,2136.0,0.32,4.0,1,38.2
29,59096.0,1642.0,0.21,4.0,1,26.7
33,40829.0,923.0,0.73,3.0,3,59.4
43,79348.0,1616.0,0.28,1.7,1,40.2
43,101880.0,4886.0,0.0,1.8,2,18.6
65,112233.0,5280.0,0.04,2.4,3,20.8
38,79146.0,3356.0,0.06,9.0,4,18.0
56,81255.0,2037.0,0.25,17.1,1,31.0
53,76115.0,2090.0,0.33,2.9,4,41.0
50,90271.0,3508.0,0.0,2.5,1,12.8
47,65004.0,1715.0,0.03,9.4,3,12.3
54,106520.0,3659.0,0.0,2.8,1,18.6
40,65300.0,2506.0,0.5,4.0,1,44.7
27,62030.0,2107.0,0.29,1.3,3,26.1
71,86913.0,2646.0,0.17,6.8,1,22.6
22,50493.0,1427.0,0.27,3.8,1,32.8
53,75812.0,3229.0,0.08,8.3,1,18.7
51,56371.0,2328.0,0.09,7.6,1,24.8
69,120928.0,4822.0,0.25,1.2,2,22.9
48,112217.0,3272.0,0.0,6.3,1,12.8
27,79342.0,3374.0,0.24,8.0,1,34.4
36,83425.0,4054.0,0.23,2.1,1,29.3
49,82588.0,3273.0,0.1,0.9,1,19.3
18,63688.0,1927.0,0.12,0.0,1,24.0
73,135958.0,5876.0,0.0,3.0,1,20.7
22,58452.0,2161.0,0.19,2.2,1,28.8
62,86635.0,3978.0,0.0,4.0,1,14.2
21,47709.0,1929.0,0.2,1.0,2,34.1
33,95140.0,4027.0,0.03,9.8,4,18.2
41,78079.0,3038.0,0.0,1.5,1,12.9
33,20000.0,395.0,0.23,1.3,1,33.8
72,94366.0,3099.0,0.0,3.3,2,11.8
19,46433.0,861.0,0.33,1.0,1,45.4
66,124737.0,3940.0,0.0,1.2,2,25.5
45,79903.0,3240.0,0.0,1.6,2,17.7
49,104616.0,3213.0,0.24,0.9,1,39.5
44,74908.0,1253.0,0.07,6.3,1,16.8
37,44936.0,1302.0,0.34,7.4,3,35.8
41,71827.0,1359.0,0.38,3.1,3,38.1
29,69974.0,2987.0,0.11,6.3,1,23.2
67,114329.0,4892.0,0.16,6.7,1,26.3
52,73573.0,3204.0,0.2,0.7,1,31.6
50,84732.0,1498.0,0.22,16.9,2,23.6
50,130270.0,2311.0,0.15,8.6,1,25.1
68,93101.0,4355.0,0.02,1.1,2,26.9
60,111911.0,2327.0,0.11,1.0,1,15.9
54,63350.0,2471.0,0.0,0.7,1,29.3
29,77757.0,3358.0,0.0,0.7,1,17.9
20,40615.0,1283.0,0.45,2.0,5,45.8
18,57631.0,2010.0,0.21,0.0,1,39.3
50,70627.0,1712.0,0.22,7.6,2,32.4
57,102763.0,4876.0,0.0,6.9,2,19.1
27,48770.0,1303.0,0.4,4.6,1,48.0
60,91274.0,2184.0,0.36,5.8,3,37.7
61,109830.0,3754.0,0.0,0.1,1,24.5
46,78744.0,1812.0,0.19,1.9,1,23.9
30,71706.0,2836.0,0.22,5.1,2,32.6
29,61937.0,2096.0,0.12,0.0,1,30.2
48,88612.0,1913.0,0.06,0.2,1,29.5
63,112276.0,2123.0,0.0,9.5,3,18.5
19,47550.0,1010.0,0.69,1.0,1,61.8
68,96659.0,2051.0,0.18,1.5,2,28.7
67,102415.0,2775.0,0.14,5.8,1,23.5
52,110327.0,4903.0,0.03,7.9,1,16.2
40,79743.0,1481.0,0.57,1.8,2,46.7
34,58127.0,1217.0,0.04,0.2,3,30.7
43,87623.0,2345.0,0.0,13.5,1,17.9
25,67025.0,2353.0,0.41,2.1,3,44.9
46,93000.0,3915.0,0.32,0.6,1,43.0
43,66932.0,3171.0,0.2,3.4,1,34.0
27,52164.0,1586.0,0.61,7.3,1,48.0
43,71448.0,1443.0,0.28,1.3,1,39.5
51,85790.0,2040.0,0.56,1.6,1,59.1
68,119684.0,3141.0,0.14,1.4,3,24.4
58,104043.0,4460.0,0.11,23.9,6,6.2
24,64428.0,2548.0,0.2,1.1,3,25.4
21,75510.0,1785.0,0.35,3.0,1,38.7
70,124333.0,5548.0,0.0,13.0,3,7.1
67,108273.0,4905.0,0.0,0.8,1,18.7
62,86642.0,3993.0,0.11,17.7,2,13.8
28,52882.0,1366.0,0.54,10.0,1,46.9
46,81274.0,1717.0,0.26,10.8,4,27.1
73,130037.0,2618.0,0.07,1.2,3,23.4
53,93190.0,2796.0,0.26,5.0,1,36.1
42,70557.0,2186.0,0.43,7.2,4,37.4
38,64607.0,2947.0,0.27,20.0,1,27.0
74,117756.0,3014.0,0.08,1.0,1,20.2
53,106950.0,4017.0,0.11,7.3,1,22.6
27,86265.0,3704.0,0.36,2.1,1,40.1
54,91713.0,2351.0,0.08,1.0,1,26.1
26,60529.0,1548.0,0.17,2.7,1,29.6
41,60991.0,2377.0,0.05,7.9,4,25.2
52,121488.0,4965.0,0.0,3.1,3,18.2
66,88185.0,4291.0,0.03,3.9,3,16.7
52,109975.0,4949.0,0.03,26.7,3,12.6
65,102520.0,4518.0,0.0,2.5,1,20.3
53,84610.0,3363.0,0.0,4.8,1,21.9
35,55350.0,1141.0,0.14,2.3,1,26.8
66,145351.0,6343.0,0.18,2.5,1,22.9
56,100522.0,4809.0,0.01,5.9,4,28.8
49,89119.0,2646.0,0.14,13.9,5,17.8
41,92501.0,2509.0,0.32,3.9,3,31.1
40,68238.0,2326.0,0.26,7.3,1,35.1
49,88828.0,4312.0,0.15,0.5,1,24.0
54,95645.0,1756.0,0.0,1.2,1,17.4
29,57118.0,2302.0,0.55,3.5,1,51.8
66,127195.0,5574.0,0.0,0.1,1,19.2
72,113120.0,4859.0,0.0,1.5,1,17.4
30,42703.0,1518.0,0.43,3.6,1,51.6
40,73478.0,3479.0,0.34,0.1,1,40.0
42,84138.0,1780.0,0.1,1.5,1,21.0
52,78998.0,1962.0,0.03,3.6,2,25.0
58,87381.0,2350.0,0.03,4.3,1,16.0
47,78206.0,1326.0,0.15,13.0,2,21.5
34,89119.0,2586.0,0.19,5.2,4,24.0
66,101893.0,2244.0,0.0,2.7,1,19.6
37,95837.0,3912.0,0.66,13.3,4,52.6
65,98776.0,3013.0,0.39,7.7,1,39.0
42,85275.0,3424.0,0.13,1.1,2,28.0
39,70106.0,1855.0,0.08,0.7,1,28.3
30,77311.0,1628.0,0.02,5.6,2,21.8
36,56426.0,1189.0,0.6,4.1,2,48.4
66,120343.0,2821.0,0.07,7.8,1,16.7
53,95308.0,1955.0,0.0,6.7,5,21.1
29,55200.0,1326.0,0.43,4.9,1,39.5
58,97107.0,3493.0,0.0,21.5,8,11.2
36,96208.0,2426.0,0.0,3.8,3,22.2
29,66868.0,1879.0,0.36,0.6,1,33.1
26,50659.0,933.0,0.27,8.0,4,29.9
24,40730.0,1890.0,0.65,1.5,1,62.1
45,91581.0,1948.0,0.28,7.5,1,31.9
31,70138.0,1984.0,0.25,13.0,3,26.2
48,98025.0,2874.0,0.0,6.0,2,21.0
69,90867.0,3853.0,0.07,4.5,1,27.1
36,55616.0,1823.0,0.16,3.1,1,24.6
64,124003.0,3650.0,0.0,2.3,5,27.6
33,74570.0,2973.0,0.34,2.2,1,30.4
70,122001.0,4461.0,0.0,5.1,3,9.8
22,41960.0,809.0,0.27,4.0,2,32.0
52,77685.0,2104.0,0.1,5.7,1,21.2
29,79669.0,3927.0,0.02,1.1,2,19.1
42,95976.0,3146.0,0.0,3.4,2,15.5
69,96475.0,2972.0,0.13,7.8,2,19.9
38,56409.0,1222.0,0.41,3.2,1,42.0
53,91971.0,4105.0,0.01,3.8,3,15.8
70,102010.0,2153.0,0.18,7.4,1,30.5
40,65697.0,1325.0,0.22,5.4,4,30.4
33,50829.0,1591.0,0.55,2.6,2,50.6
74,111773.0,3490.0,0.1,11.3,2,19.4
56,79880.0,3945.0,0.21,0.9,1,37.4
62,87969.0,1840.0,0.2,27.0,2,15.3
70,118476.0,3885.0,0.11,0.6,1,20.1
59,99972.0,2337.0,0.0,0.1,1,15.1
56,104473.0,4185.0,0.37,11.0,1,35.0
31,42464.0,1262.0,0.22,1.4,1,34.8
48,87748.0,3359.0,0.2,6.5,4,33.2
22,87535.0,2446.0,0.22,4.0,1,39.0
52,86816.0,3081.0,0.28,9.8,1,35.5
40,90371.0,2919.0,0.0,22.0,8,4.0
46,97440.0,2840.0,0.49,1.7,1,47.2
60,114978.0,3976.0,0.0,6.2,5,5.9
28,66100.0,1947.0,0.35,0.6,1,39.2
35,80491.0,3504.0,0.23,2.6,2,29.5
64,117285.0,3891.0,0.12,9.4,1,10.6
29,74332.0,3477.0,0.18,2.3,2,40.1
26,44439.0,1071.0,0.16,4.5,1,25.5
27,36789.0,751.0,0.52,3.5,1,39.1
61,79896.0,2346.0,0.17,5.2,1,26.0
34,66748.0,1521.0,0.26,16.0,6,35.6
55,104909.0,3123.0,0.0,0.3,1,29.4
24,42234.0,996.0,0.74,4.3,2,62.5
63,119460.0,5448.0,0.0,9.9,4,15.3
30,58466.0,2081.0,0.16,3.3,5,34.0
57,91009.0,3026.0,0.15,0.4,1,28.0
59,88258.0,3788.0,0.21,4.1,2,32.7
26,32928.0,692.0,0.58,2.0,1,57.8
67,113840.0,5149.0,0.0,0.8,1,14.2
44,108490.0,3556.0,0.43,9.5,3,48.2
19,51860.0,1100.0,0.25,1.0,2,30.1
22,28641.0,1260.0,0.54,4.0,4,47.1
46,96905.0,3103.0,0.0,8.2,2,16.3
54,70428.0,2593.0,0.48,5.9,1,50.7
55,77864.0,3617.0,0.09,0.0,1,28.9
36,69625.0,3228.0,0.17,2.8,1,28.6
25,61843.0,2871.0,0.45,1.1,2,47.7
65,92870.0,2838.0,0.35,12.1,5,40.0
62,100240.0,4175.0,0.19,1.0,1,31.1
18,62327.0,1523.0,0.25,0.0,4,31.2
39,89583.0,3975.0,0.13,3.6,2,22.7
69,131572.0,3692.0,0.11,1.5,1,30.5
34,99441.0,3195.0,0.32,1.2,3,34.3
24,70948.0,3291.0,0.09,4.6,1,15.4
42,77149.0,3358.0,0.0,0.5,1,18.2
62,117290.0,5679.0,0.0,0.3,3,19.5
21,62201.0,1790.0,0.48,2.3,1,51.8
53,101196.0,2196.0,0.05,6.4,5,12.3
23,60258.0,2833.0,0.19,4.0,4,30.9
48,73919.0,2447.0,0.1,2.7,2,30.5
36,57779.0,2676.0,0.61,4.2,3,50.2
61,101743.0,4179.0,0.3,2.3,1,37.0
71,117434.0,5382.0,0.0,13.8,4,2.2
56,87008.0,3349.0,0.28,0.3,4,40.9
44,89150.0,3900.0,0.21,5.6,2,33.7
27,93611.0,1936.0,0.03,9.0,3,17.1
43,55435.0,2713.0,0.37,8.1,2,31.5
36,81934.0,1860.0,0.13,1.0,1,30.4
56,96210.0,1682.0,0.33,1.8,2,37.5
20,60760.0,2088.0,0.3,2.0,3,23.0
62,97939.0,3956.0,0.17,0.4,1,33.6
30,63809.0,2587.0,0.23,8.4,2,35.4
67,112343.0,3143.0,0.05,6.3,3,26.1
45,79475.0,3322.0,0.31,6.5,2,28.8
37,51592.0,2309.0,0.34,0.5,1,30.5
45,80491.0,2978.0,0.36,6.3,1,36.4
25,38753.0,1145.0,0.51,5.7,2,50.0
58,109398.0,4061.0,0.11,8.9,1,17.1
56,69217.0,3143.0,0.23,0.2,1,25.9
18,67030.0,3129.0,0.29,0.0,3,41.1
20,60443.0,1071.0,0.39,2.0,4,40.4
30,72501.0,1504.0,0.07,0.8,1,26.9
45,51535.0,867.0,0.24,4.1,3,32.4
74,113871.0,3767.0,0.0,12.5,2,12.6
66,126503.0,3949.0,0.02,2.5,1,19.6
42,72621.0,2532.0,0.15,9.3,3,22.1
73,101429.0,4002.0,0.0,0.0,3,17.7
50,80450.0,2322.0,0.15,0.9,1,23.0
55,94976.0,2243.0,0.0,0.2,1,22.3
70,101229.0,3019.0,0.0,2.0,1,25.2
23,76107.0,1291.0,0.1,5.0,3,20.9
61,102230.0,4530.0,0.0,0.5,1,29.1
62,96066.0,2830.0,0.15,4.7,3,28.6
49,69280.0,2593.0,0.03,3.0,2,21.6
62,111667.0,3070.0,0.02,13.9,3,17.4
64,113725.0,4226.0,0.0,0.7,1,24.5
38,63717.0,2210.0,0.49,1.2,2,46.7
33,36055.0,852.0,0.3,0.1,1,40.8
71,121361.0,4552.0,0.0,2.8,1,23.7
38,72798.0,1479.0,0.42,1.6,1,42.6
28,68641.0,2245.0,0.05,10.0,6,17.6
54,124158.0,5049.0,0.03,4.6,2,15.5
53,93198.0,3259.0,0.4,4.8,1,38.9
52,84692.0,3518.0,0.13,3.8,2,23.8
36,55990.0,1443.0,0.16,0.5,3,24.7
37,69714.0,1275.0,0.06,2.9,2,22.0
74,121209.0,2246.0,0.03,38.1,2,3.4
35,72800.0,1865.0,0.18,9.0,4,28.2
64,132652.0,4013.0,0.0,11.2,1,10.1
58,107086.0,3703.0,0.05,8.7,1,15.7
66,107178.0,4493.0,0.07,0.5,1,27.9
31,56602.0,2527.0,0.19,1.3,1,27.8
32,72400.0,2881.0,0.36,0.0,3,45.6
48,73995.0,2376.0,0.0,1.8,1,15.4
18,54297.0,1384.0,0.37,0.0,1,44.3
70,121311.0,3752.0,0.12,3.2,2,29.3
71,111953.0,2886.0,0.23,5.7,1,17.3
71,105746.0,3964.0,0.12,10.4,2,26.0
20,21221.0,932.0,0.41,2.0,1,49.9
33,86758.0,2945.0,0.15,14.0,4,19.9
40,84050.0,1529.0,0.01,0.3,1,22.1
74,125214.0,6009.0,0.0,0.1,1,15.8
28,40180.0,1064.0,0.29,5.4,3,36.4
29,85498.0,4031.0,0.21,1.7,2,43.9
27,55422.0,2426.0,0.07,1.5,1,12.4
49,84468.0,2571.0,0.18,2.0,1,27.4
33,53561.0,994.0,0.21,1.6,1,35.5
25,33196.0,1602.0,0.66,3.6,1,64.2
55,113360.0,4380.0,0.07,2.9,1,15.9
29,84099.0,2102.0,0.0,3.6,1,14.9
41,76717.0,2643.0,0.24,5.6,2,28.9
45,73809.0,2793.0,0.37,2.4,1,37.9
70,108344.0,2624.0,0.06,1.4,3,22.5
25,54756.0,1083.0,0.22,0.9,3,25.8
45,66002.0,1688.0,0.3,2.1,1,35.4
53,89216.0,1629.0,0.27,6.8,3,27.9
43,83897.0,1594.0,0.6,7.1,5,52.2
25,75272.0,1647.0,0.42,5.5,3,38.8
67,110614.0,2428.0,0.14,1.3,1,26.9
45,60355.0,1505.0,0.29,4.4,3,30.0
45,89303.0,4279.0,0.0,4.2,2,22.5
54,90961.0,3262.0,0.18,3.3,1,27.2
58,120156.0,3695.0,0.0,4.0,2,18.0
53,115042.0,4079.0,0.2,3.4,4,29.6
44,104767.0,1766.0,0.0,4.2,1,17.8
71,106776.0,4964.0,0.08,6.3,1,21.5
34,100648.0,3463.0,0.33,0.6,1,43.3
26,66464.0,2108.0,0.27,6.9,6,31.1
50,114396.0,5497.0,0.19,0.7,1,27.4
70,106461.0,4366.0,0.16,0.3,1,29.8
37,69921.0,1952.0,0.64,18.7,5,45.7
30,70110.0,3356.0,0.18,12.0,3,24.2
45,86278.0,3888.0,0.0,0.3,1,14.6
65,126822.0,6149.0,0.0,2.9,1,23.7
46,81718.0,1624.0,0.0,1.0,1,15.6
30,83469.0,4049.0,0.09,3.3,1,29.4
63,116584.0,4053.0,0.04,8.9,3,17.3
52,89199.0,3485.0,0.19,15.0,1,28.0
23,67420.0,1601.0,0.28,5.0,2,30.3
35,64901.0,1385.0,0.23,2.2,1,22.8
68,146853.0,2836.0,0.29,4.6,1,26.6
22,20000.0,615.0,0.51,1.9,4,62.0
64,116894.0,2811.0,0.13,12.0,1,18.6
42,53931.0,1046.0,0.23,10.2,1,34.1
19,49415.0,2397.0,0.4,1.0,1,37.0
27,61116.0,2513.0,0.14,2.0,1,28.5
73,140215.0,4757.0,0.0,1.7,1,20.8
47,76018.0,3151.0,0.17,0.2,1,44.1
67,130020.0,4817.0,0.0,8.5,4,14.0
62,86718.0,1960.0,0.1,3.0,1,20.9
22,76600.0,2894.0,0.14,2.0,1,28.9
72,109285.0,4302.0,0.0,3.2,1,13.7
73,118702.0,2918.0,0.0,8.5,2,17.6
50,84954.0,2322.0,0.0,0.7,1,19.6
71,134435.0,3958.0,0.0,9.7,5,11.1
18,67916.0,2496.0,0.0,0.0,1,22.5
35,78653.0,1643.0,0.07,14.7,7,16.9
49,71522.0,2965.0,0.25,2.5,3,37.5
64,96075.0,2709.0,0.21,1.2,1,40.1
66,93771.0,3725.0,0.03,2.3,2,18.3
28,29878.0,1427.0,0.41,2.0,1,41.4
38,94520.0,4316.0,0.16,1.0,1,22.1
43,76683.0,3163.0,0.34,4.7,3,40.5
42,75323.0,1741.0,0.0,3.2,2,15.1
39,99242.0,4076.0,0.0,10.0,1,16.5
44,75660.0,2864.0,0.23,0.2,1,39.7
66,96593.0,4097.0,0.04,5.2,1,16.5
30,62629.0,2858.0,0.09,7.2,4,19.5
50,73010.0,1975.0,0.18,7.1,2,32.4
51,96365.0,3676.0,0.21,10.9,8,30.2
58,93995.0,2429.0,0.57,6.5,1,53.9
52,84791.0,2392.0,0.35,13.1,6,32.1
18,42691.0,1452.0,0.41,0.0,1,37.3
38,74007.0,2304.0,0.19,3.5,3,25.7
65,109252.0,4008.0,0.21,0.1,1,27.4
72,108600.0,4557.0,0.01,0.0,1,23.5
23,52219.0,1923.0,0.44,1.4,1,47.3
45,82777.0,4056.0,0.03,0.5,1,18.7
34,68064.0,2809.0,0.08,1.5,2,22.2
22,56866.0,2815.0,0.26,1.0,1,37.5
48,77450.0,3210.0,0.0,0.1,1,18.3
22,71469.0,2401.0,0.14,4.0,3,23.5
55,97452.0,2959.0,0.09,0.0,3,35.2
20,46442.0,1913.0,0.36,2.0,3,38.0
70,119166.0,4715.0,0.0,0.8,1,22.9
40,76884.0,2995.0,0.0,12.2,2,15.6
54,68793.0,2802.0,0.21,11.2,2,19.0
70,119114.0,5448.0,0.29,5.3,1,31.3
54,79507.0,1929.0,0.26,5.6,5,36.8
27,76416.0,2713.0,0.01,0.0,1,20.0
27,58774.0,2162.0,0.67,9.0,3,47.8
36,84901.0,2244.0,0.1,10.5,2,22.1
34,61347.0,3043.0,0.38,11.3,3,33.9
38,76649.0,3285.0,0.2,5.4,3,31.1
31,85354.0,2337.0,0.13,2.1,2,40.3
26,57165.0,1636.0,0.13,8.0,3,25.6
63,96738.0,3928.0,0.0,1.7,1,22.2
18,61426.0,1047.0,0.13,0.0,1,26.5
68,121135.0,3893.0,0.0,0.5,2,14.1
62,96169.0,2703.0,0.02,12.8,2,19.6
30,36218.0,1635.0,0.33,0.8,1,36.6
21,46050.0,1982.0,0.6,1.3,1,54.5
18,61760.0,1713.0,0.51,0.0,1,59.4
66,97574.0,4439.0,0.12,7.2,3,22.0
57,98236.0,4629.0,0.41,4.8,3,47.9
49,78938.0,2769.0,0.51,1.3,1,51.8
51,62217.0,1367.0,0.2,0.0,3,29.3
45,73868.0,3128.0,0.07,7.1,2,22.2
48,97697.0,2668.0,0.2,21.1,5,17.4
25,24446.0,837.0,0.39,7.0,1,44.4
56,100983.0,1836.0,0.27,3.1,2,40.8
43,63809.0,2127.0,0.29,11.7,3,31.3
51,100327.0,2944.0,0.17,2.6,3,35.2
71,125915.0,4978.0,0.19,3.7,1,30.4
71,112621.0,2030.0,0.03,3.2,1,24.5
20,51455.0,1929.0,0.23,2.0,1,47.6
67,98305.0,4168.0,0.1,7.5,2,34.5
29,44616.0,763.0,0.18,3.7,4,28.0
18,77071.0,3211.0,0.22,0.0,1,34.6
71,102224.0,2147.0,0.13,1.5,4,21.8
61,126717.0,5060.0,0.0,0.2,1,23.9
22,43507.0,1385.0,0.46,4.0,1,47.2
47,94278.0,3306.0,0.0,1.3,1,15.7
47,69333.0,1935.0,0.39,0.8,3,48.9
74,126651.0,3147.0,0.14,5.3,1,24.5
34,65916.0,1255.0,0.62,5.7,1,51.8
65,103312.0,4700.0,0.07,7.0,3,22.3
64,115950.0,4292.0,0.0,3.5,1,15.8
40,70963.0,3507.0,0.55,11.2,6,47.2
32,46978.0,2115.0,0.34,13.8,6,41.8
54,106220.0,4849.0,0.02,8.2,3,13.6
38,58411.0,2138.0,0.2,5.0,1,32.6
31,74948.0,1451.0,0.55,1.8,2,48.9
19,67395.0,3175.0,0.42,1.0,2,39.8
28,57968.0,1194.0,0.46,1.6,1,46.4
68,129335.0,4385.0,0.35,1.1,1,53.8
56,104427.0,4723.0,0.04,2.9,2,25.0
55,85562.0,2773.0,0.47,0.3,1,50.6
51,112221.0,2490.0,0.23,19.2,8,21.0
55,78875.0,2296.0,0.14,4.4,1,24.4
67,104749.0,5197.0,0.1,4.1,1,16.5
51,88105.0,4405.0,0.51,5.3,2,57.0
35,81078.0,3272.0,0.08,3.4,2,24.3
47,103131.0,4772.0,0.25,0.2,2,35.8
32,84192.0,1527.0,0.0,4.7,3,18.5
44,86156.0,2228.0,0.49,6.3,1,56.3
68,107396.0,3111.0,0.0,2.7,1,20.1
51,63810.0,1089.0,0.23,7.1,7,29.0
69,93088.0,2721.0,0.08,1.3,2,33.1
74,145300.0,2872.0,0.0,1.3,3,18.7
55,68459.0,2322.0,0.28,0.9,1,28.1
50,78233.0,1315.0,0.27,2.3,1,27.1
41,96369.0,2475.0,0.0,9.4,3,14.1
32,71546.0,3258.0,0.24,8.8,1,31.4
47,100321.0,2384.0,0.01,2.4,1,23.7
72,124542.0,2345.0,0.0,4.4,1,13.1
59,122844.0,3070.0,0.26,6.4,1,31.3
68,116031.0,5135.0,0.1,1.4,2,21.1
34,80752.0,2926.0,0.06,0.9,3,28.4
22,45536.0,1649.0,0.27,4.0,2,40.3
46,93995.0,1568.0,0.37,4.8,7,49.3
21,49258.0,1596.0,0.3,3.0,1,38.3
27,55603.0,1419.0,0.12,2.1,2,35.5
73,131021.0,3652.0,0.0,6.1,5,13.3
34,84324.0,3088.0,0.3,1.3,1,38.2
27,87727.0,4019.0,0.37,1.5,1,36.1
34,95149.0,2162.0,0.0,3.6,1,21.0
37,88160.0,3727.0,0.21,1.9,1,33.0
41,53393.0,977.0,0.36,0.9,1,29.0
22,83815.0,2310.0,0.19,1.5,1,35.9
51,104970.0,2515.0,0.26,0.2,3,39.7
23,46112.0,2176.0,0.14,5.0,3,22.7
70,124934.0,2823.0,0.0,3.4,1,19.6
19,37241.0,1339.0,0.22,0.5,1,25.5
30,75279.0,1668.0,0.24,0.9,2,30.2
60,82256.0,2669.0,0.1,0.5,1,33.9
60,89877.0,2736.0,0.22,4.7,3,24.9
65,118649.0,2141.0,0.0,0.5,1,19.8
28,79693.0,3522.0,0.0,7.0,2,9.3
68,116482.0,4970.0,0.24,0.1,3,35.7
64,102507.0,2658.0,0.11,1.4,3,28.4
74,87077.0,3233.0,0.01,11.1,2,18.7
40,74865.0,2153.0,0.11,6.3,3,25.4
72,124402.0,5263.0,0.3,0.4,1,45.2
33,64849.0,2578.0,0.24,8.6,4,27.3
48,87261.0,1717.0,0.1,3.4,2,18.9
28,60816.0,2725.0,0.49,9.4,4,41.3
71,110374.0,2500.0,0.0,4.6,3,10.9
33,70738.0,1590.0,0.21,5.7,1,30.2
25,55910.0,2299.0,0.29,7.0,3,32.9
21,76849.0,1750.0,0.26,1.3,1,37.2
57,65304.0,1355.0,0.63,4.9,1,46.9
21,47012.0,1309.0,0.11,3.0,1,24.8
73,104546.0,4665.0,0.08,0.2,2,31.0
42,83687.0,1888.0,0.04,0.1,1,25.4
20,55157.0,1543.0,0.28,0.6,1,26.7
49,113133.0,2965.0,0.24,5.2,1,31.4
20,83267.0,2376.0,0.24,2.0,2,29.5
44,71204.0,2882.0,0.08,4.0,2,22.5
46,85208.0,2572.0,0.14,0.2,3,26.2
49,91745.0,3852.0,0.0,3.2,1,27.0
67,98433.0,3742.0,0.0,12.9,6,13.6
68,121026.0,3474.0,0.0,2.5,3,20.3
36,69607.0,2163.0,0.37,4.9,2,39.5
38,59585.0,2391.0,0.27,7.6,3,34.6
22,52206.0,1801.0,0.54,4.0,1,49.4
35,57035.0,2601.0,0.23,3.7,1,35.8
45,99550.0,4756.0,0.3,9.8,5,31.0
59,129323.0,5249.0,0.0,2.5,1,25.6
39,80472.0,3995.0,0.32,11.0,4,35.9
38,77269.0,2824.0,0.4,1.4,1,42.3
23,59887.0,1078.0,0.27,1.6,1,39.7
18,69334.0,2322.0,0.05,0.0,1,25.2
22,73810.0,1796.0,0.06,4.0,3,25.7
58,97865.0,2720.0,0.0,2.7,3,19.0
29,68589.0,2264.0,0.33,1.3,3,37.9
43,91390.0,2422.0,0.5,1.3,5,49.9
63,88535.0,2389.0,0.0,11.6,3,11.4
51,109389.0,3289.0,0.05,9.0,3,23.4
66,135222.0,3545.0,0.0,4.0,1,25.2
31,84675.0,1890.0,0.19,4.8,4,32.0
43,62916.0,2654.0,0.25,3.2,1,40.1
62,74850.0,2234.0,0.29,2.5,1,42.0
44,93431.0,4148.0,0.17,12.4,3,22.2
26,49797.0,2295.0,0.38,0.7,1,46.9
43,85907.0,3582.0,0.32,2.7,3,31.5
74,141827.0,4239.0,0.0,2.1,1,19.8
64,96946.0,3947.0,0.09,3.4,1,17.8
74,113137.0,2471.0,0.22,3.1,3,31.1
39,80951.0,3133.0,0.32,3.7,1,30.0
64,87337.0,2638.0,0.15,0.8,1,34.3
73,106232.0,4092.0,0.13,3.6,1,23.6
47,86773.0,3629.0,0.08,1.4,1,28.8
60,97493.0,3453.0,0.4,1.0,3,43.2
65,117126.0,4460.0,0.0,0.3,1,10.6
34,112290.0,2671.0,0.0,7.2,2,13.8
43,83087.0,3026.0,0.07,2.8,4,20.1
53,80974.0,2592.0,0.36,4.9,3,39.2
18,72874.0,2254.0,0.31,0.0,1,46.0
25,36168.0,1097.0,0.21,5.7,1,38.1
66,88366.0,2389.0,0.21,3.2,1,29.8
52,83473.0,2241.0,0.07,2.5,3,16.6
69,108557.0,4341.0,0.42,2.4,1,40.4
32,59114.0,2084.0,0.07,5.1,4,23.7
