customer_id,age,income,tenure_years,monthly_usage,education_level,customer_segment,region,annual_customer_value,future_discount_applied
574,72,,,144.13913665858362,High School,segment_2,North,4423.317316454915,77.63684521419651
575,59,37604.6277640246,0.8973409544415019,240.71245405528157,High School,segment_58,South,3822.2908219177953,-14.1743292328661
576,19,42995.06836561668,0.5496500111913003,131.56731515164574,High School,segment_52,North,2867.913071204028,62.24527907978239
577,43,,,133.30113601485354,High School,segment_10,North,8740.782713819119,242.74715645064416
578,19,58114.67743695165,0.14084145805432705,37.2240891505139,Bachelor,segment_57,East,5169.479570044495,136.84390760196726
579,73,19413.33837284459,9.17032500971957,91.12776593492165,High School,segment_87,North,3890.037559688575,89.04350804509964
580,63,44257.14163752364,4.922581216223339,180.73802458314373,Master,segment_3,South,10899.005510181125,203.490810182363
581,49,10958.07866104713,1.7604149428023392,92.2509271148664,Bachelor,segment_12,West,5263.723766872991,135.16216125187785
582,55,196771.00378423368,11.009854335855664,107.81152182925341,High School,segment_64,North,10723.322782971418,233.43273794665313
583,45,2632.324871232415,6.686032816098573,68.02713499025128,PhD,segment_90,West,10041.952891866642,256.8443824233967
584,55,34395.72298792546,1.672399589872665,7.77348124841255,High School,segment_73,East,2160.0255738970304,6.048293891146294
585,64,74109.091952188,11.904321585149248,46.5859209978825,Bachelor,segment_49,West,8164.959663588967,170.57619973165015
586,21,,,25.86529611564064,PhD,segment_97,North,12060.896770280844,190.12639002107764
587,60,,,151.95687548657597,Bachelor,segment_28,South,8278.77839522079,241.44288159783412
588,70,51786.89260621472,5.154602576709122,218.04992161537893,Bachelor,segment_9,South,8776.320866426424,195.40042567455103
589,54,30156.93612113313,3.5780694334412466,51.30986909686509,High School,segment_60,North,3454.8457456015435,-7.889974837415835
590,67,93223.66255445225,0.9152546120528535,127.55252655089737,Bachelor,segment_45,South,7806.259456288266,110.061078313958
591,54,84235.71125545398,10.829601112289252,,Bachelor,segment_25,West,8862.80992812926,87.19340168816441
592,61,57591.309456409595,3.4693871084021968,113.60943126830065,PhD,segment_52,North,13126.697874642046,275.090184603058
593,62,,,97.66238600771247,Master,segment_21,North,8639.176668891727,197.74995616400287
594,33,26142.06619887985,0.9058927660501535,30.05626490619231,Bachelor,segment_76,South,4298.656150067912,144.7108106126697
595,32,38063.64246809694,2.972512029382904,64.6377046272505,High School,segment_6,North,3148.6427313476725,39.31513446833298
596,70,61115.44723600571,9.42364268157569,33.21366208037083,PhD,segment_52,West,13653.322118562377,229.93132364359863
597,21,117452.66868729325,2.6749617264706584,100.0373718709235,Bachelor,segment_83,South,9224.191930877738,216.3391980345152
598,71,38211.668088918836,5.664415545790807,47.516497583449286,Bachelor,segment_28,East,6932.857527218707,140.33196889687827
599,64,61634.17078288107,18.25567476967369,49.70458055043288,Bachelor,segment_70,East,7881.280381317894,150.23824562844476
600,28,,15.487700288791434,77.7587804644638,High School,segment_72,West,5395.703466167048,120.13669361547295
601,61,41134.10640533626,6.916790739073413,165.60024125907037,Bachelor,segment_33,North,7918.75109419831,174.59021064526058
602,65,,,32.05563001753684,Bachelor,segment_30,East,8531.61423609242,177.48722571765563
603,18,37877.696946325435,0.6251315102540487,199.72887784120164,High School,segment_29,South,3648.579347508443,58.736236515062856
604,61,68874.57258271906,0.12504410077464895,126.64169228085576,High School,segment_43,North,3381.642078276288,84.12600085925756
605,34,,8.907146469187646,42.2043448355268,PhD,segment_71,North,14895.09019600422,294.89985175284545
606,22,34830.174321762475,2.049997638799399,192.4034389845811,Master,segment_23,West,8922.221168815406,160.83791999853366
607,22,45085.920882883234,8.319478769335236,215.91151684721007,High School,segment_76,South,5758.523021348101,267.0931565228341
608,46,48781.10461267048,11.930701388652732,86.10181694385017,Master,segment_25,East,11246.140129851348,243.53004118564033
609,57,40163.109984912066,13.131862374467183,31.7181854372671,Bachelor,segment_34,North,7493.646688201735,184.59798799191935
610,43,55493.00113532766,2.754647507209985,33.66921473491932,Bachelor,segment_66,North,5720.796231270009,117.55259666296041
611,22,25570.600089443673,1.921240093739716,54.04493715954508,Master,segment_45,North,7111.547308281788,156.52017736832207
612,69,,,88.17455574789035,Master,segment_58,South,8102.598008841601,187.15389444508918
613,63,44809.78851736914,4.03647007363355,198.1458363139562,High School,segment_58,East,4869.517481244741,-57.441825559723455
614,31,27215.666027953932,0.07897208641576813,27.973403994026608,Master,segment_22,North,6131.436620476607,164.7794410640343
615,67,13160.466121453404,19.47071561294506,159.99314634906307,High School,segment_80,East,5562.485215222808,121.28118539228701
616,55,41650.45022674725,2.022010328143092,124.74481941415812,PhD,segment_31,West,12182.039008393558,305.3422873065376
617,39,22703.074818460427,1.1067477563250168,202.9262839725593,Master,segment_28,South,7788.704451596221,85.99077642833439
618,33,128752.94891045864,3.855932028728497,85.29363043957163,Bachelor,segment_6,South,8942.000891044103,233.46701523008494
619,18,66997.05055393315,1.9438974670424378,64.80711412031665,Bachelor,segment_18,North,6956.624269337504,131.22195008076773
620,36,97247.42126204682,13.275084433637552,205.01801910296484,High School,segment_11,East,8135.459619407868,164.18465637838312
621,51,,12.011538606023343,81.91886838303239,Master,segment_11,North,10008.336695187432,253.19598951713724
622,49,66400.24559483692,4.272918854059224,31.440359373391985,High School,segment_2,South,4450.831743621552,162.98070564261548
623,53,,3.4729647400029204,135.78626759740672,Bachelor,segment_25,North,6135.768937026477,86.69072498754369
624,42,28012.537216151555,3.227105620245269,151.57693149797137,High School,segment_74,West,3782.8201007958755,62.6239986823064
625,21,,1.137781563959574,59.15425028557039,Master,segment_43,North,8197.870210258727,256.31424427448576
626,34,,,51.99680547336824,Bachelor,segment_28,East,4855.7461072367505,28.093432984495436
627,40,,0.3801534395770507,14.030411103227367,High School,segment_70,South,2908.849196322729,138.9236669428394
628,71,26935.3902343123,2.304088478323738,172.04657824656834,Master,segment_77,East,9480.631928562927,127.56151598815282
629,19,123629.69445178585,14.688286166758285,60.88154073094243,PhD,segment_47,North,14999.276290761492,328.86761993799735
630,22,110300.62489010363,1.1662574497960563,54.038938117838356,Bachelor,segment_11,West,7527.023072569217,115.81806852977536
631,34,24696.616993800435,3.582355212907241,162.41449566640597,High School,segment_77,North,3673.3780543340836,65.00822522390581
632,43,38463.76779409059,0.9746454940558298,155.5530924253193,Master,segment_74,West,7804.144929059038,75.09889518810223
633,42,38419.357239391895,0.8765914410009702,20.169774972269572,High School,segment_32,North,1965.704639042185,11.29720108457855
634,74,101653.95669829914,9.928302129909849,61.23298532944816,Bachelor,segment_71,North,9354.131998681274,208.6865865369536
635,59,27259.35347561274,0.38921760241792586,39.9082147509198,High School,segment_80,North,1608.1181320701899,1.065869504798144
636,23,13897.818315530207,11.139427964896463,91.35976448810625,Master,segment_97,North,8686.415174540049,254.1835990511022
637,59,25757.38402412277,0.6449602176555468,336.4710304053876,High School,segment_90,North,4467.988253831458,8.229141532892811
638,27,23684.12384023799,1.869110376866475,43.45376572291705,Bachelor,segment_77,North,4581.7884676515905,55.30259353103757
639,29,63500.61910581958,8.003240372283978,153.4737561720124,Bachelor,segment_100,West,8269.947712149515,256.1050152627774
640,22,68814.91958220126,6.69076819581223,90.68957263227162,Master,segment_79,North,10238.127573328398,208.2882255855704
641,50,72548.7781206668,4.619100410834978,239.42356942094204,Bachelor,segment_91,West,8663.093144649934,140.1025563899176
642,33,,,114.89598193661263,Bachelor,segment_53,North,5609.396310295029,24.638656812372304
643,41,,,64.60884634213211,Bachelor,segment_94,North,7488.072303627929,194.07695165648386
644,18,31516.542718906225,4.825693833690799,197.35624638696027,Bachelor,segment_93,West,7852.985693480454,175.48324396163102
645,64,50020.48999421735,8.239582417524844,59.78178676481477,Master,segment_31,North,9164.789784542509,173.08618616314413
646,38,29738.620795748597,1.6107098987253106,70.56011897651172,High School,segment_59,North,2738.666121631296,35.330277456118765
647,39,153878.34621239806,3.077887707399526,148.60063037382014,Bachelor,segment_40,North,9492.610100618935,200.80836093229587
648,62,,,60.33863602947019,Master,segment_98,South,10384.706362864838,158.75272672354234
649,24,32012.489095373352,0.6033444928852918,70.00305385751038,High School,segment_14,North,2295.713691233914,-25.398263704173317
650,30,118605.35486921358,0.37164946083381467,211.41921064598898,Bachelor,segment_91,North,7722.33467395241,64.76784365748341
651,59,14910.168034310702,0.23370969886129145,47.135853550370264,Bachelor,segment_97,North,3755.1840718488247,44.15924677339143
652,31,35330.39888674665,7.9907903365754525,96.23992963536648,Bachelor,segment_90,East,6616.924298973684,98.11151483898448
653,33,,9.218283562591122,79.9510811671398,Bachelor,segment_88,West,8650.89342326588,182.88137437974876
654,36,22079.533697102794,0.299641285896687,183.67771577838135,High School,segment_31,South,2690.958867485131,98.43831036718049
655,22,16315.448147339668,9.36176638562928,60.66007516837179,High School,segment_90,South,3780.426921296206,111.70151649923233
656,21,45046.13328136693,0.11928452643820447,167.23149700829484,Bachelor,segment_66,South,5856.9195763889575,235.73455053470224
657,40,56649.62855463072,2.0720912935744327,147.9045582800962,High School,segment_16,South,4017.814242115507,-2.116131507117629
658,31,17354.01116951677,1.9800728538040147,,Bachelor,segment_9,North,4809.4320853862455,81.64538606294437
659,63,70601.3361258047,8.058911872804103,98.0670723844461,Master,segment_12,South,11601.74646389008,217.30044056244853
660,50,45273.69980355895,7.85993056952732,126.37118962879723,Bachelor,segment_63,East,7486.928540905767,69.97426417622157
661,20,78081.13498135522,0.9358782208482704,138.86864616344673,Master,segment_55,East,10170.433389342234,157.64531684020739
662,36,41227.489244073666,8.872295604156564,105.37686341958833,Bachelor,segment_58,East,8060.363038322909,204.03027982009428
663,61,149208.53260721147,6.934188367731049,172.54630153345533,Master,segment_62,West,14675.927153701628,302.95067333282685
664,38,4230.224390538545,11.425247482063522,127.52798668239993,High School,segment_13,South,4170.816300976772,80.71458726701742
665,38,,1.36796561814469,64.36317693780377,Master,segment_56,North,10803.262947836087,219.17178587346882
666,71,,4.425800350769288,218.17892412188945,Master,segment_15,West,10618.407648246553,224.48286209235292
667,56,30932.87013101757,10.743056770151313,89.94755882550974,High School,segment_71,West,4603.420609793379,97.70438924704247
668,70,75996.68312160498,3.6525751572236844,110.50388776699101,High School,segment_97,North,5509.896453079241,144.5535980869598
669,23,27753.9134970961,0.8768234945385087,109.91165171381547,High School,segment_4,North,2590.7189635535005,-73.23254064436534
670,19,39133.18474742832,0.44189358181623073,55.977123594818295,Master,segment_6,North,6707.948452007349,130.28458472727618
671,45,27961.607381892638,1.666896631781964,44.2284877209914,Bachelor,segment_85,East,4869.7495164704305,138.54741675913874
672,58,84734.70492974513,3.8031530801487285,52.9895805459133,High School,segment_98,North,4849.001524879317,36.494755229308026
673,60,,13.766456237256827,83.9564369359165,Master,segment_10,East,10052.377122550062,203.0402226731734
674,56,20895.604486491335,18.48813016517664,,Bachelor,segment_15,North,8027.169211346681,253.44956363458562
675,62,73302.40156460197,18.290790133370137,55.57519642291793,High School,segment_74,West,6814.39606231549,131.63640896810236
676,67,156393.18768954088,2.6422206123253797,37.71708241197941,High School,segment_41,East,6217.565989955366,81.36272991764795
677,31,,,36.67727180215558,High School,segment_100,North,3857.5181571488542,102.86008601514429
678,35,24583.58544014915,13.143315497242316,42.488327039905904,High School,segment_2,South,4682.109868139694,101.18405039221112
679,42,29884.07293730134,15.540827061893918,77.8747693906203,Bachelor,segment_73,North,8125.228493508818,216.09895780916742
680,56,68101.17707420677,2.02619209111338,147.24832612890737,Master,segment_99,South,9072.468625850322,173.95644603254107
681,59,11358.050612661207,8.449343857004806,37.29363459794362,Bachelor,segment_10,North,6417.6819834607395,114.010315385659
682,72,,22.74455251100895,222.0421531810764,Bachelor,segment_53,North,9877.752723940523,155.82644413547163
683,59,,,149.94151026388317,Master,segment_77,North,8452.997561190841,146.76404704054536
684,44,,,127.37080763124878,Bachelor,segment_5,West,7647.868103622344,199.96541706467343
685,64,11086.61059367332,2.8267638895217604,57.802336587850476,Master,segment_71,North,8145.995551530425,127.31995104092857
686,58,58396.257071249514,4.056700079435345,67.91970223766074,Master,segment_99,North,9240.087536478244,225.15100856194474
687,61,83467.15344070162,8.735908806075544,16.542346250812752,Bachelor,segment_33,North,8653.862443522563,205.72916084140383
688,61,27247.06003844913,1.2669365807845059,36.84924430214949,PhD,segment_43,North,9594.372484554844,191.12517570417145
689,23,11460.528076139542,0.115963215854334,196.73059628063442,Master,segment_19,South,7049.355982517821,123.71010668620158
690,68,15595.110836399946,1.8575486370858307,138.08717967583246,High School,segment_68,North,2690.8844889402676,179.60229562757394
691,39,35773.04481666424,0.2932452008293034,94.92716805904799,High School,segment_87,East,2248.082026992164,62.06006097011141
692,32,18803.826525315573,4.364720683997163,150.85003611730042,PhD,segment_75,East,12415.354119423551,297.9650017551626
693,47,38993.37968687239,3.2940816292065636,,Bachelor,segment_2,South,7690.968874779368,109.23786837303588
694,40,,,100.15088210065306,Bachelor,segment_6,East,5500.9787907744485,71.94665313091497
695,42,,,163.0562275125285,Bachelor,segment_46,West,7978.851692940482,226.5251046577051
696,59,46250.58895985463,5.801322017879382,243.3185434684694,Bachelor,segment_63,East,7727.744804491206,102.70217768059265
697,31,,,21.555012962341294,PhD,segment_23,East,11093.90077689094,106.96885922714405
698,44,87959.49407300034,0.7940902845338691,,Bachelor,segment_91,West,6915.6726468315765,84.37281418625355
699,18,39100.21113096268,2.860475498668283,91.12185937703352,High School,segment_4,West,3346.8945772805337,7.85401407434869
700,31,64416.68571980822,7.77997086351229,49.780141944584656,Master,segment_41,North,9937.904786407396,221.04256125491582
701,18,59537.67757375088,3.805290290492936,57.323207368174494,Bachelor,segment_90,South,6628.442167508988,96.48382070843053
702,41,,16.19392800329434,103.25644172701976,Bachelor,segment_25,South,7003.529876001625,76.23156832656564
703,52,77497.08656514641,8.448695661373785,172.36926741251352,High School,segment_40,West,6078.922663029376,143.5932407858706
704,70,33698.24018101309,0.6174243542082004,199.724546613181,Bachelor,segment_13,South,6254.343851639885,81.9671541969102
705,21,71745.26679373656,5.913579172927632,125.910454371756,High School,segment_55,West,5205.969332152067,121.55766725794291
706,62,,2.6452869848281124,161.7063251685969,Bachelor,segment_70,North,6548.477374980938,41.92920177241609
707,20,,,223.34646748174163,Bachelor,segment_52,South,8136.009469520942,196.72874648490176
708,60,27596.05697123979,3.5753168788235414,53.618500884998,Bachelor,segment_88,East,5860.813622606112,106.93749232901334
709,33,36574.71362767409,2.43744693843006,272.9403496745933,Bachelor,segment_96,North,7988.924743069225,120.04532777028705
710,44,17321.819173414893,6.908352484755035,97.93596842698895,PhD,segment_32,East,10720.420160669551,164.71722796576742
711,73,,,71.55864889400772,Bachelor,segment_30,West,4284.284125402836,123.1165641759743
712,45,,,83.96938714217528,High School,segment_72,East,3007.208352098054,30.69998410400511
713,51,,,52.25501203270277,Master,segment_28,North,9543.91914297662,65.04259246816319
714,31,25051.075360377876,2.651148045281328,84.9862682845046,High School,segment_60,West,2836.1381247877507,70.40005962221313
715,61,13681.829604407894,6.520741173259475,57.78135639081147,Bachelor,segment_66,South,5793.909479285399,14.223255042991866
716,22,48152.62931657394,13.811868306266145,90.42112930837553,Bachelor,segment_67,East,8297.52097343586,180.31876869935985
717,40,165657.9255565897,21.248314272882958,49.538962465371206,Master,segment_8,West,13383.974818377757,260.3615278928039
718,54,38565.786221166294,13.730705476263326,97.60857883923222,Bachelor,segment_86,East,8432.538881880066,159.0612069532174
719,31,73290.63042777375,8.76986048932719,152.3884828565817,Bachelor,segment_62,South,8652.84981203509,77.63784926202857
720,53,68171.56307730982,0.44522019394907003,79.35958757522508,Master,segment_50,South,8934.006555820297,226.46519367146539
721,72,36992.2772189953,0.1607692698968089,73.52628816495313,High School,segment_7,North,1970.6873997425882,89.83771496587372
722,21,82344.46816383353,2.4229506556821256,106.35576130451963,Bachelor,segment_15,South,8027.441628935716,114.73674235295516
723,34,25564.17931383121,3.6785984843958675,5.586383863496075,Bachelor,segment_4,North,5163.104679849293,126.92824209121308
724,55,35702.32468464566,2.916610108194237,275.27265506968126,High School,segment_81,North,4911.357400780586,116.9133806054161
725,45,61570.24264368597,3.435142021609436,120.73873271195839,Master,segment_85,East,9600.71334431078,275.7690952653206
726,57,15317.619921118223,6.018049809141811,8.97385973107577,PhD,segment_12,West,10369.516379891213,155.98593441223858
727,48,125826.25085168875,5.195451313394174,48.80723127976256,High School,segment_44,North,6671.314303992422,140.27184564194167
728,37,66552.63721220577,1.554676839462497,25.277048906209863,Master,segment_46,North,9156.798790730089,192.2522672887406
729,66,80591.88051460293,8.794229016602607,77.82064774038112,High School,segment_12,South,5778.101569569639,171.49323585528938
730,39,19923.993768475062,33.592967440423976,43.55525462123439,High School,segment_47,West,5718.475491838015,168.15506789705904
731,34,9378.070119798003,0.6765306926869765,48.230167540221274,High School,segment_61,South,1287.2323107743086,54.082855716223676
732,47,68212.16227286417,2.9675244505821063,85.77016748809964,Master,segment_55,South,10324.780519522667,258.1544144196725
733,34,14589.196625092567,1.7041624862770424,10.193822917574089,Master,segment_62,South,6377.383280157967,207.04695504303254
734,18,,,30.675198211196268,High School,segment_45,West,2531.8079796432917,23.42285012716229
735,43,,0.8677316980310661,31.435658649587506,Master,segment_58,East,6260.5091432299705,121.75206948340251
736,64,8914.992468937606,0.627234665734976,39.02564697437338,PhD,segment_64,East,9530.304847063848,235.87454840464034
737,67,,,27.937998096711603,Bachelor,segment_77,East,7129.930594589416,97.01899236407473
738,30,,,46.28147676423929,High School,segment_18,North,3014.5756472822304,91.07525526607091
739,55,78601.15308505094,9.400571285471687,139.69089919862444,Bachelor,segment_50,South,8346.530107443934,163.07824779681636
740,56,17195.941467510194,1.202237261551684,79.37226732410171,PhD,segment_60,North,9118.27843046079,194.19641130103236
741,36,7319.5104505511945,1.2689491141159013,94.43306502546874,High School,segment_21,West,2154.0517883761363,76.48159994148678
742,53,41476.43189424195,20.91809797921383,228.002423499029,Bachelor,segment_66,North,9736.719760964994,208.58758166613214
743,35,,,245.77680443273553,Master,segment_55,South,11373.323941166898,260.4417101359649
744,47,,,123.09253012594615,High School,segment_36,South,2660.2499893129525,63.69445071532247
745,22,133538.1692786953,8.056323182050853,29.399637954228734,High School,segment_57,North,7573.971756284126,155.88680273758058
746,33,99256.52376789683,9.361805556208722,171.21063109583972,Bachelor,segment_51,North,9653.206188587985,219.57716051401815
747,29,,5.0655195902400445,,Master,segment_78,South,11411.692062598397,207.86932643213112
748,28,,18.04876796630992,62.06610758371745,High School,segment_99,East,4669.158379551741,150.60865469203281
749,62,,,,High School,segment_32,South,3038.877383699801,10.175882502138435
750,48,104814.90385720582,3.2073145963113814,168.09815010057022,Master,segment_54,West,11213.19272604941,260.709005561377
751,40,29600.363856480715,13.513869487234391,145.2054847635844,High School,segment_29,South,5785.613178254402,102.22712225465983
752,20,,12.818693274166883,41.21971573257791,High School,segment_58,East,6805.468149055411,59.95606508553969
753,44,,5.864275919622867,27.256155767151185,High School,segment_59,North,4138.010915332091,-1.468521633363494
754,55,27604.663182684144,1.174458022752976,28.080214711934612,Bachelor,segment_83,West,4484.883058590828,91.84096910902379
755,45,10492.880193275554,6.389737216991724,51.33059493945194,High School,segment_81,West,3438.087948780764,25.272449763987545
756,36,,2.0605529866535788,329.09175578474117,Bachelor,segment_75,West,7965.890449502042,123.6909940153246
757,64,,12.187742032221774,47.86948770606095,Bachelor,segment_55,North,7026.669447254483,158.89364916516172
758,70,55523.81034959236,0.7406459064799737,19.292447849876943,Bachelor,segment_65,East,4736.098317125879,184.24287370896224
759,28,62653.51925088446,0.33911915143070487,31.718924025955925,High School,segment_31,East,2483.958621606637,73.69280589122997
760,39,37488.02662288952,1.9211071891147178,175.29653716121803,High School,segment_88,South,4194.588658896176,74.54783080061944
761,40,32821.40967063734,54.866483907159704,210.43513689547368,Bachelor,segment_30,East,10995.194478705149,206.98071115002972
762,23,,,35.19179055361405,High School,segment_47,North,5314.583526301055,133.03930964676448
763,38,11052.115336062912,3.9360343029410556,84.02277157623882,Bachelor,segment_12,North,5961.56585677817,45.44373211804101
764,31,,,27.13240760475451,Bachelor,segment_35,North,5402.158365667947,59.37138561516483
765,46,,5.511271847035445,35.137573268963,High School,segment_31,North,5388.901426213037,132.02297870882057
766,32,43853.79009880373,0.9153273292710764,221.88620740646843,Bachelor,segment_16,South,7007.645114297345,87.69998031722449
767,28,33910.008090040974,1.7817867762996005,,High School,segment_33,West,2682.797098166364,146.8129589525694
768,73,79390.53160163999,1.6354433482275264,179.87872946965336,High School,segment_63,North,5233.070328991724,102.48784769692949
769,62,14907.297429201124,10.145260575550015,130.5803740279495,High School,segment_8,North,4823.570280508239,144.55842063299835
770,58,124810.11944244977,6.125655344100936,111.8170628036602,Master,segment_5,North,11395.629923232662,216.4403615925226
771,34,31552.36709850144,2.8784853191844046,75.00989264304269,Bachelor,segment_62,North,6240.575752439975,154.08041027029861
772,33,70907.95657599246,1.649130067386692,,Bachelor,segment_31,East,6553.91388880817,69.82707422433202
773,21,35161.80174664407,12.496444231484663,69.70785762715073,Bachelor,segment_38,North,7959.0374409963815,178.0288739336678
774,45,,,88.23094512711637,Master,segment_86,South,9937.702177283072,139.04824885290137
775,36,51724.01704727635,2.1514716702296077,23.86005796652637,High School,segment_4,North,3276.1899639094013,43.004182385349
776,31,10624.035072915707,1.7427637933427076,69.2927668380981,High School,segment_54,North,1979.6267111267261,25.68985456822138
777,71,34253.59480886386,4.42192962915124,19.488401760528653,Bachelor,segment_59,North,5426.428127230059,116.10043074894787
778,47,21444.930707658736,1.6546053331051862,58.121504710772456,Bachelor,segment_85,West,4779.8180473987995,43.29991501410517
779,21,18984.194922272276,3.170583274353107,78.34349986325685,High School,segment_71,South,2764.484895981183,24.284138336490543
780,44,167857.65986843145,4.4728131675571285,120.56688889499064,High School,segment_91,East,8442.010144215346,161.54064766353108
781,18,20283.825630224936,19.79378375320458,22.82227086278521,High School,segment_59,South,4210.955760699618,60.291990255478645
782,69,52505.8149224087,6.497033545986695,122.7482833934948,Bachelor,segment_56,North,7474.80742782367,42.812598047243895
783,73,85779.54931587903,2.50522601575783,173.68837145305037,High School,segment_77,West,5467.988468192971,184.79953011514345
784,63,35886.51521466058,1.433991950404315,80.3208002420132,High School,segment_97,East,3065.3672043731544,144.6716705555599
785,22,36170.004070388684,9.774878829994165,83.1981091445061,Bachelor,segment_76,South,6748.174269666138,120.93885568332458
786,24,198089.41805245366,5.109798261311964,157.42400343371318,High School,segment_52,East,8904.292199817746,166.9229053482365
787,36,,,183.53532922172488,Bachelor,segment_22,West,6115.834118672347,132.99842979135434
788,55,248084.16632635277,6.614751841512875,,Bachelor,segment_39,North,13856.491464386843,245.47625450990492
789,35,85980.66523562517,3.7461939584326087,91.72464955687695,Bachelor,segment_25,East,8450.065644730714,125.73986315172507
790,66,,,109.66687521752016,Bachelor,segment_88,South,6627.462129225194,184.8988518659259
791,25,80739.8182160196,0.8371446444090803,91.49169606079242,Bachelor,segment_13,North,7022.511369713097,127.17263958349575
792,27,43500.701069843744,0.009309242506008043,98.27324701438371,Bachelor,segment_83,East,4832.330776373311,98.54146134972564
793,44,88302.60294156277,3.1912728862168382,28.965264211943705,Master,segment_29,East,9119.900976032863,223.79109005738076
794,39,11990.05002613128,8.107886029819284,19.098033760703352,Master,segment_31,North,7755.263896438094,196.3719747719739
795,28,,,,Bachelor,segment_90,South,6210.245731022256,122.7750037643175
796,63,26979.545600148693,9.396116880385629,66.74144815558962,High School,segment_11,West,4153.041750192732,21.31155061087351
797,63,14864.102305380555,1.5356874006997197,48.25442086966669,High School,segment_18,South,2045.9248323862662,-57.88872362994794
798,31,8780.568887409283,2.165220404779156,13.860667511903397,High School,segment_59,South,1932.651979014556,7.1851004092667985
799,21,,0.2538290148942131,27.16719782346179,Master,segment_8,East,5597.872852017583,115.93542013340027
800,37,45986.30934299209,0.5147314742105347,127.49122617845384,High School,segment_42,West,2897.7900744903027,6.481369622068897
801,24,,,185.6933405391751,Master,segment_4,East,8957.89995887575,194.34479756148772
802,28,27245.994735357,3.061106099494887,104.64974460258418,Bachelor,segment_38,North,6128.053534083186,243.68480698893603
803,33,55106.52007677464,1.170709210383833,97.79687592117742,Bachelor,segment_59,West,5865.509423284281,120.54417040070972
804,65,21374.511221016506,1.6516679524525129,91.86086969755232,Bachelor,segment_13,North,4794.041000928953,63.43082823962658
805,51,61283.326088040914,23.612425588216205,207.88173613936982,Bachelor,segment_38,North,10829.97566566475,180.4346244465292
806,52,,0.05428332098050595,118.98098838330974,Master,segment_36,West,7190.817232947709,179.8588307046674
807,28,119014.23701423341,2.022629539887968,68.9770082379018,High School,segment_30,East,5994.668160221755,133.42569776965576
808,37,116022.61245733497,1.1197613977635066,75.81247957956366,Bachelor,segment_7,South,7488.899854339234,57.358575027976
809,64,24919.776432199164,2.515177180692248,50.574265472398146,Master,segment_56,East,7660.592594989569,178.65989925983718
810,60,45066.772472621924,2.13863725821429,222.645162810436,Master,segment_73,East,10456.207061629677,286.2290253137489
811,33,101560.7455142846,1.041806378895242,24.85899107978332,High School,segment_95,West,4102.585408884011,129.84300200927618
812,49,,,97.38050083361756,Bachelor,segment_78,East,5219.29920411555,86.20444303525662
813,20,,2.62722467849615,70.12447988328321,Bachelor,segment_1,West,5007.3451412655595,181.6512364952108
814,51,23685.94926214975,5.187990437028887,127.58180877313727,High School,segment_25,South,4114.273724799968,95.06527096770978
815,22,26999.68971844823,5.137164717345538,112.01337486701428,Bachelor,segment_18,South,6383.4476975352645,66.34108347303743
816,56,14521.277984272336,0.5798509874855634,49.42697434408377,High School,segment_65,North,1448.867031940621,118.48360098007116
817,45,25666.52827454257,11.191115612461633,121.91004503215163,Master,segment_10,North,10233.346622964336,203.83098552330438
818,70,192640.30197489748,2.943338745008801,55.22463704375747,Master,segment_87,East,14153.785197532057,179.79484215522285
819,71,14728.817521456727,0.060142406951365,54.39748305507714,Bachelor,segment_18,West,3791.8225207497744,74.04699297571013
820,68,31101.740519732088,5.330107311493222,55.45633655953459,PhD,segment_87,North,10536.333635598063,222.19931952751716
821,31,19202.04493304519,1.430745590049647,253.72774709341803,Master,segment_43,North,9105.347477631234,201.91040226947896
822,56,27100.871056822372,11.462015906119074,111.32423712541578,Master,segment_82,West,10703.81392385164,223.11727282305574
823,23,70111.46419254401,10.752491948810288,30.787320752625455,Master,segment_28,North,9791.013914896905,272.27538606606913
824,28,29299.165883566722,0.3289031363601103,52.552210702545146,PhD,segment_10,East,10054.732541512305,225.71600296498167
825,49,41363.57371431067,0.13258498595689683,112.16157628610685,Bachelor,segment_56,North,4548.245293535679,207.88743800323064
826,51,90595.4896406672,4.21554825491274,110.78183189711973,Bachelor,segment_45,East,8895.225554615301,250.52868362903638
827,18,50883.847171940084,1.315237198556227,104.65759354487994,Bachelor,segment_84,South,5577.794439644335,206.0048327661347
828,65,30493.056631693587,10.998601676997954,187.6574672265855,Bachelor,segment_25,West,7897.93345712422,131.12786440204908
829,42,,,116.26363690888272,Master,segment_66,North,10779.763680667384,191.8839841845462
830,58,193039.25551993324,0.33464411708481323,161.1350215829195,Master,segment_82,South,11804.872686894352,297.76543933838104
831,36,286382.52764956467,21.97577496412859,40.12745340330372,Bachelor,segment_2,South,16692.31075034359,325.3718276739529
832,59,71468.68931294866,1.363454608460188,26.4485585406303,Bachelor,segment_87,East,6476.649161986011,82.01206944658404
833,43,37380.05929053347,22.178373398002677,,PhD,segment_96,East,13673.439475533954,328.3546526396161
834,21,,1.314938750042556,67.68856059921832,Bachelor,segment_72,South,6026.346340781728,11.696925858788873
835,18,64822.74711493857,11.907747273735882,120.8230498282367,Bachelor,segment_21,North,8056.7289701983855,169.88117413058325
836,61,,,55.73985062830584,High School,segment_47,South,3388.712559910595,100.6687708837311
837,22,112929.5114390991,2.889541306321136,,High School,segment_28,East,6541.857319613368,237.32804998710313
