customer_id,age,income,tenure_years,avg_monthly_usage,monthly_charges,contract_type,payment_method,region,customer_segment,has_dependents,paperless_billing,churn
1241,37,58601,0.3,77.1098987898003,47.57,Month-to-Month,Electronic Check,West,Medium,1,1,1
1242,39,31445,1.4,43.53353902228851,55.73,Two Year,Electronic Check,East,Low,0,1,1
1243,34,25094,1.9,33.081915203083284,38.43,Month-to-Month,Credit Card,North,Medium,1,1,0
1244,28,28176,2.7,67.51484608759745,71.59,Month-to-Month,Mailed Check,North,Medium,1,1,0
1245,33,58948,1.6,61.555061136563396,75.05,One Year,Credit Card,South,High,0,1,0
1246,26,28396,5.5,37.01463574669015,52.97,Month-to-Month,Credit Card,West,Medium,1,0,1
1247,42,37619,0.1,32.446004370968915,24.29,Month-to-Month,Bank Transfer,East,Medium,1,1,0
1248,31,40467,2.0,51.62533322515692,57.37,Month-to-Month,Bank Transfer,South,Medium,0,1,1
1249,45,13981,1.7,33.32643489691846,68.07,One Year,Mailed Check,North,Low,1,0,1
1250,21,17870,3.7,35.8934864873747,41.47,Month-to-Month,Credit Card,South,Low,0,0,0
1251,46,48288,11.9,57.081174227585805,49.73,Two Year,Electronic Check,West,Low,1,1,1
1252,52,26759,2.5,37.614310583408255,39.77,One Year,Bank Transfer,South,Low,1,1,1
1253,18,71768,15.2,62.67770722047777,60.84,Month-to-Month,Electronic Check,North,Low,0,1,0
1254,46,68305,1.3,81.82258472590259,44.67,Month-to-Month,Credit Card,North,Medium,0,0,0
1255,57,59607,0.1,52.32600253178952,58.52,Two Year,Credit Card,South,High,1,0,0
1256,26,109193,0.6,57.34271911574052,59.68,One Year,Bank Transfer,North,High,0,1,0
1257,63,38341,1.8,91.32574119103876,62.87,One Year,Bank Transfer,East,Low,0,0,1
1258,47,57347,1.3,33.623179887207755,47.18,One Year,Electronic Check,South,Low,1,0,1
1259,32,29102,0.4,76.44223351325336,51.48,Month-to-Month,Mailed Check,West,Low,0,1,1
1260,41,154632,2.0,74.27543676242468,38.67,One Year,Electronic Check,East,Low,0,0,0
1261,49,119491,1.4,70.3777121051281,43.96,One Year,Electronic Check,South,Low,1,1,0
1262,42,40397,0.5,78.25146131318736,60.74,Month-to-Month,Bank Transfer,East,Medium,0,1,0
1263,49,49643,1.2,60.05034938725514,56.74,Two Year,Mailed Check,South,Low,0,1,0
1264,30,84762,7.6,44.50726907921319,41.6,Month-to-Month,Credit Card,North,Low,1,0,0
1265,44,37014,1.3,74.70231924197022,55.95,Month-to-Month,Credit Card,West,Medium,1,1,0
1266,23,27969,4.4,75.39115981083211,56.35,Month-to-Month,Credit Card,East,Low,1,1,1
1267,40,64905,3.3,74.89565022687918,72.94,One Year,Electronic Check,North,Medium,1,1,0
1268,30,41904,2.0,55.801037481746256,57.17,Month-to-Month,Bank Transfer,South,Low,1,1,0
1269,32,44384,1.0,42.108498754960124,64.02,Month-to-Month,Credit Card,North,Low,1,1,0
1270,58,25365,1.6,58.444520574009,61.84,Two Year,Mailed Check,South,Low,1,1,0
1271,56,15603,3.1,71.96014031622104,89.41,Month-to-Month,Electronic Check,North,Low,1,1,1
1272,49,45701,1.5,73.43833221747937,68.23,Month-to-Month,Electronic Check,North,Low,1,1,0
1273,27,66021,0.8,47.26582971265729,45.19,Month-to-Month,Credit Card,East,Low,1,0,1
1274,37,35447,0.4,60.67671213029302,52.66,Month-to-Month,Credit Card,West,Low,1,0,0
1275,57,88436,7.4,31.44199051925279,29.64,Month-to-Month,Credit Card,South,Medium,1,0,0
1276,43,27251,2.0,72.72910185410532,63.43,Month-to-Month,Electronic Check,South,Low,1,1,0
1277,72,22469,3.4,40.90044237894885,57.59,Month-to-Month,Electronic Check,North,Low,1,0,0
1278,47,38677,2.4,69.13459647228785,64.15,Two Year,Bank Transfer,North,Medium,0,0,0
1279,44,38352,7.2,34.31251760697709,41.62,Month-to-Month,Credit Card,East,Medium,1,1,0
1280,37,61296,2.8,73.56548631581214,102.34,One Year,Credit Card,West,Low,0,1,0
1281,43,26206,2.3,60.79303342040987,52.1,Month-to-Month,Credit Card,North,Low,1,1,1
1282,40,85174,9.0,40.93556147889497,29.43,Month-to-Month,Credit Card,South,Medium,0,1,0
1283,51,118397,4.5,67.44441485944945,85.24,Month-to-Month,Bank Transfer,West,Low,1,1,0
1284,54,39280,0.4,44.37348954750405,62.26,Month-to-Month,Credit Card,East,Medium,0,1,1
1285,31,79804,0.7,68.49199067401231,69.96,Month-to-Month,Electronic Check,North,Medium,1,0,0
1286,24,22447,5.4,50.065993443147015,40.17,Month-to-Month,Credit Card,South,Medium,0,1,1
1287,18,72502,6.3,24.021151738666067,45.61,Two Year,Electronic Check,West,Low,1,0,0
1288,48,71396,2.8,37.31650767134313,66.72,One Year,Credit Card,North,High,1,1,0
1289,27,64530,2.8,47.252535243628884,50.72,Month-to-Month,Credit Card,South,High,1,1,0
1290,18,39792,3.5,79.62740242747441,43.68,Month-to-Month,Electronic Check,South,Low,1,0,1
1291,47,7904,2.0,71.22058534952605,20.0,Month-to-Month,Bank Transfer,South,Low,1,1,0
1292,74,28199,4.0,84.22950542179856,64.58,Month-to-Month,Electronic Check,North,Medium,0,1,1
1293,41,28445,0.4,84.76543388853744,66.25,One Year,Mailed Check,East,Medium,0,1,1
1294,52,23434,11.4,45.37448551736353,45.16,Two Year,Electronic Check,North,Medium,1,1,0
1295,43,42926,4.9,51.60723652434107,36.31,Month-to-Month,Mailed Check,East,High,0,1,0
1296,40,31874,3.5,47.59696136205031,39.14,Month-to-Month,Credit Card,South,Low,1,0,0
1297,53,25500,1.3,42.912809104580624,39.19,Month-to-Month,Electronic Check,South,Medium,0,0,1
1298,38,22418,0.6,21.853095231943747,26.75,One Year,Electronic Check,East,Low,0,0,1
1299,45,27077,1.8,54.73454107569684,56.93,Month-to-Month,Electronic Check,West,Low,1,1,0
1300,46,74371,3.8,31.85981931320001,46.44,Two Year,Electronic Check,West,Low,1,1,0
1301,33,27901,3.5,54.384906132382106,43.34,One Year,Electronic Check,North,Medium,0,1,0
1302,54,30235,1.7,93.08387457213372,51.67,Two Year,Electronic Check,South,Medium,1,1,0
1303,39,31220,3.3,45.83178826604725,55.51,Month-to-Month,Electronic Check,East,Low,1,1,0
1304,32,48360,5.9,58.50593210130521,63.6,One Year,Credit Card,East,Medium,0,1,0
1305,48,51582,0.1,71.3196709445671,70.16,One Year,Credit Card,East,Medium,0,1,0
1306,30,7520,2.1,60.045243255386325,44.06,One Year,Credit Card,West,Low,1,1,0
1307,42,70396,5.0,60.26471538296133,62.8,Month-to-Month,Electronic Check,South,Low,0,1,1
1308,41,88433,2.8,48.47675619361456,25.59,Two Year,Mailed Check,East,Low,1,1,0
1309,56,22525,3.7,50.82619644889781,48.22,Two Year,Credit Card,North,Medium,1,0,1
1310,48,23511,2.5,37.71981060061909,49.66,Month-to-Month,Credit Card,West,Medium,1,1,1
1311,41,31330,16.8,70.22881016000933,43.93,Month-to-Month,Electronic Check,East,Medium,1,0,0
1312,52,26481,0.2,23.653150180946273,60.11,Month-to-Month,Credit Card,South,Low,1,1,0
1313,60,45395,2.4,72.47959009087964,88.62,Two Year,Credit Card,West,High,1,0,0
1314,49,13758,0.3,29.733429074585636,51.94,One Year,Mailed Check,East,Low,1,1,1
1315,42,21701,0.6,72.32693093337974,58.97,Month-to-Month,Bank Transfer,East,Medium,0,1,0
1316,24,93578,1.7,48.63128452818074,48.15,Month-to-Month,Credit Card,West,Low,1,0,1
1317,28,24088,0.6,32.826363613604556,55.72,Month-to-Month,Bank Transfer,North,Medium,0,1,0
1318,38,79529,11.6,65.42737561143346,41.29,Month-to-Month,Credit Card,West,Medium,0,1,0
1319,34,48797,10.3,71.71781563136395,54.2,Month-to-Month,Electronic Check,North,Medium,1,0,0
1320,39,14837,1.4,47.11458433413634,55.41,One Year,Bank Transfer,South,Medium,0,1,0
1321,42,56921,3.6,67.9709898762208,53.41,One Year,Electronic Check,North,Low,0,0,0
1322,48,37619,2.7,13.868479095951699,35.82,Month-to-Month,Bank Transfer,South,Low,0,1,0
1323,41,31241,5.9,31.229266784561194,25.03,One Year,Electronic Check,East,High,0,0,0
1324,48,45923,3.5,78.26336074843712,51.38,Month-to-Month,Electronic Check,North,Low,1,1,1
1325,42,52106,0.0,50.97395306443751,53.21,Month-to-Month,Credit Card,West,Low,1,1,1
1326,18,59229,5.0,21.48016012392074,45.58,One Year,Electronic Check,South,Low,0,0,1
1327,29,76729,4.8,42.42040875204411,45.31,Month-to-Month,Bank Transfer,South,Low,0,1,1
1328,40,50235,2.5,38.37879149454855,47.57,Month-to-Month,Credit Card,West,Low,1,1,0
1329,26,18833,8.2,52.01268883348735,51.07,Month-to-Month,Mailed Check,East,Medium,1,0,1
1330,49,30930,8.4,48.32648229146235,51.75,One Year,Credit Card,East,Medium,1,1,1
1331,61,202536,2.6,58.220771120886894,68.97,Two Year,Bank Transfer,North,Low,1,1,0
1332,57,59782,3.3,53.74961107097366,39.45,Month-to-Month,Bank Transfer,East,High,0,1,0
1333,39,147725,19.8,79.47530659066634,83.05,Month-to-Month,Electronic Check,South,Medium,1,1,0
1334,61,86464,1.2,62.64187479495404,55.69,Two Year,Bank Transfer,West,Medium,1,1,0
1335,43,45843,1.4,63.23808900148455,57.69,Month-to-Month,Credit Card,East,Medium,1,1,0
1336,37,47371,0.7,75.97282823010138,42.46,Month-to-Month,Electronic Check,West,Medium,0,0,1
1337,34,39335,7.9,48.00216249226753,37.98,Month-to-Month,Electronic Check,East,Low,0,1,0
1338,38,15432,4.8,32.286206019547265,30.24,Two Year,Bank Transfer,East,Medium,0,0,0
1339,36,40535,0.4,76.72546584338048,60.64,One Year,Electronic Check,East,High,1,1,0
1340,44,78109,14.0,57.445151465946026,59.68,One Year,Electronic Check,East,Low,0,1,0
1341,44,28859,4.6,57.50832174218071,58.87,One Year,Credit Card,North,Medium,1,1,1
1342,42,50340,6.7,43.600061412455744,42.17,Month-to-Month,Electronic Check,South,Medium,1,1,1
1343,47,64111,0.2,43.896604004135604,52.2,Month-to-Month,Bank Transfer,South,Low,0,0,1
1344,57,24335,2.5,70.24100209787518,75.55,One Year,Electronic Check,East,High,1,0,0
1345,54,31312,4.2,72.72380436647698,72.71,Month-to-Month,Electronic Check,East,Low,0,0,1
1346,22,22928,2.7,69.10882130343985,40.85,One Year,Credit Card,East,Low,1,1,0
1347,18,25535,3.8,69.27330889801856,54.04,Month-to-Month,Credit Card,West,High,0,1,1
1348,54,19767,6.0,65.24253167067566,74.93,Month-to-Month,Bank Transfer,South,Medium,1,0,1
1349,24,24458,1.6,57.36740914140682,32.31,One Year,Credit Card,North,Medium,1,1,0
1350,39,87614,6.6,51.84316568222235,54.89,Month-to-Month,Mailed Check,North,Medium,0,1,0
1351,26,24257,0.6,76.78582929894796,75.61,Month-to-Month,Electronic Check,North,Low,1,0,1
1352,18,43025,1.1,48.273024331172195,39.75,Month-to-Month,Credit Card,North,Low,0,0,0
1353,49,30437,0.2,61.65962584985344,79.36,One Year,Bank Transfer,North,High,0,1,0
1354,51,76755,1.6,40.527766036823564,53.35,Month-to-Month,Bank Transfer,East,Low,1,0,0
1355,34,82548,1.7,43.132617336691894,71.52,Month-to-Month,Mailed Check,North,Medium,1,1,0
1356,18,64552,5.7,50.74921777856992,58.31,Month-to-Month,Credit Card,North,Low,1,1,1
1357,34,47494,3.7,40.52910921891105,56.73,Month-to-Month,Credit Card,West,High,0,1,0
1358,47,35345,2.0,69.3613328586094,52.25,Two Year,Bank Transfer,West,High,1,1,0
1359,22,20836,3.7,30.73538347218947,38.71,Month-to-Month,Electronic Check,East,Low,1,1,0
1360,44,116884,0.2,56.78613322085931,68.66,Two Year,Electronic Check,North,Medium,1,0,0
1361,41,26428,0.7,57.38514574315926,61.62,One Year,Credit Card,West,High,0,1,0
1362,49,57815,3.5,22.405607590245744,43.52,Month-to-Month,Electronic Check,South,High,0,0,0
1363,43,71880,3.6,47.06157123057504,54.19,Two Year,Credit Card,North,Low,0,1,0
1364,29,29572,5.2,59.60259168486657,38.78,One Year,Mailed Check,East,Low,1,0,1
1365,57,71033,1.8,62.71710387929323,44.41,Two Year,Electronic Check,North,Low,1,1,0
1366,39,61103,4.5,51.32247024519702,65.25,Month-to-Month,Bank Transfer,West,Medium,1,1,0
1367,41,103816,4.0,67.18398768065288,39.71,Month-to-Month,Electronic Check,West,High,1,0,0
1368,29,31003,11.6,53.032307369751265,57.08,Month-to-Month,Electronic Check,South,Medium,0,0,0
1369,36,19786,0.8,55.24575241735102,47.34,Month-to-Month,Electronic Check,South,Low,0,0,1
1370,30,30393,2.8,59.529769641757966,73.24,Two Year,Credit Card,South,Low,0,0,1
1371,39,45020,3.2,71.68599331721504,62.44,One Year,Electronic Check,West,High,1,1,0
1372,64,41440,23.1,42.83707595652042,35.64,One Year,Bank Transfer,South,Medium,0,1,0
1373,24,32325,0.8,46.23720629467064,43.63,Two Year,Bank Transfer,North,Medium,0,1,0
1374,21,14043,2.6,42.959863148874135,41.05,Two Year,Credit Card,North,Medium,0,0,0
1375,61,51987,1.5,49.0204411094452,52.45,Month-to-Month,Electronic Check,North,High,0,0,0
1376,39,118751,2.6,80.67221664543577,38.25,One Year,Electronic Check,West,Low,0,1,1
1377,33,51809,0.9,65.3090557479368,68.13,One Year,Credit Card,West,Low,1,1,0
1378,55,56107,0.2,34.64038458696085,34.65,Month-to-Month,Bank Transfer,South,High,0,1,1
1379,34,54986,3.0,44.19195461940386,49.78,Two Year,Credit Card,North,Medium,1,0,0
1380,65,49929,1.4,61.70981003697524,57.37,Two Year,Credit Card,South,Low,1,1,0
1381,50,66997,0.7,38.68285994321013,27.86,One Year,Bank Transfer,East,Low,1,1,1
1382,35,49883,1.4,41.943879265334374,50.22,Month-to-Month,Electronic Check,South,Low,1,1,1
1383,70,33793,0.2,79.20927399113468,73.91,One Year,Credit Card,South,High,0,1,0
1384,34,25905,10.5,43.95923868748264,54.36,Month-to-Month,Credit Card,North,Low,1,1,1
1385,51,34998,3.0,72.18400268852896,63.7,Month-to-Month,Electronic Check,South,High,1,1,0
1386,45,47704,5.9,77.5958174115569,58.1,Month-to-Month,Mailed Check,East,Low,1,0,0
1387,58,33730,1.9,41.79768235895864,40.13,Month-to-Month,Credit Card,South,Low,0,0,0
1388,62,47709,8.2,38.98067398197146,33.1,Month-to-Month,Electronic Check,South,High,1,1,0
1389,42,51099,2.3,50.02962244333903,65.32,One Year,Electronic Check,East,High,1,1,0
1390,32,63465,3.0,35.40470102787475,42.35,Month-to-Month,Credit Card,East,Low,1,1,0
1391,47,81270,2.4,57.17860981304936,62.76,One Year,Credit Card,North,Low,0,0,1
1392,33,41894,4.6,51.29826558663905,34.62,Month-to-Month,Mailed Check,South,Medium,0,0,1
1393,68,19549,2.9,61.490440285953426,65.24,Month-to-Month,Credit Card,West,Low,0,1,0
1394,43,33196,1.1,80.14498221219078,65.61,One Year,Bank Transfer,South,High,1,0,0
1395,37,41119,0.6,69.71472965386575,44.54,One Year,Electronic Check,East,Low,0,1,1
1396,44,14622,3.3,63.80631595742241,60.33,One Year,Electronic Check,South,Medium,1,1,1
1397,24,86143,2.4,19.611128566577477,20.0,Month-to-Month,Credit Card,North,Low,1,1,1
1398,29,43404,0.4,62.98076767784275,57.65,Month-to-Month,Bank Transfer,North,Low,0,0,1
1399,57,49500,1.8,86.00729789268189,69.88,One Year,Credit Card,South,Medium,1,1,0
1400,33,85053,2.5,5.0,32.0,Month-to-Month,Credit Card,South,Low,1,1,1
1401,28,28379,6.1,67.40888577356125,62.19,Month-to-Month,Credit Card,West,Medium,0,1,1
1402,48,55034,0.3,52.13154565438364,70.26,Month-to-Month,Credit Card,South,Medium,0,1,1
1403,57,37781,1.5,39.703689945586994,46.42,Month-to-Month,Electronic Check,East,Low,1,1,1
1404,51,36270,6.1,69.42031451041517,57.65,Month-to-Month,Bank Transfer,East,Medium,1,1,0
1405,54,26246,3.7,85.77470621093195,55.16,Month-to-Month,Credit Card,South,High,1,1,0
1406,32,100316,1.2,68.95415311907956,41.42,Month-to-Month,Credit Card,East,Low,0,0,0
1407,23,32645,6.5,48.318544877292524,58.15,One Year,Credit Card,East,High,0,1,0
1408,61,58965,2.4,38.01754316065319,57.93,Month-to-Month,Electronic Check,South,Low,1,0,0
1409,37,14310,2.4,57.60329740821179,69.34,Two Year,Credit Card,North,Low,1,0,0
1410,38,76802,13.1,70.71704726286859,67.01,Month-to-Month,Credit Card,West,Low,1,0,0
1411,59,71590,10.3,48.0330455277929,43.53,Month-to-Month,Electronic Check,East,High,1,1,0
1412,49,42344,1.6,49.773106150285656,59.65,Month-to-Month,Bank Transfer,East,Low,0,0,1
1413,47,35425,0.5,105.79600449709118,89.67,One Year,Credit Card,East,Low,0,1,1
1414,70,50011,1.4,74.41573502727506,86.29,One Year,Bank Transfer,East,High,0,1,0
1415,33,141327,0.1,75.70231621108537,60.73,One Year,Bank Transfer,South,High,1,1,0
1416,54,15217,0.1,28.714853690941382,52.93,Two Year,Credit Card,West,High,1,1,0
1417,42,61704,1.8,42.27060377271771,59.52,One Year,Electronic Check,East,Medium,0,0,1
1418,45,24309,9.9,56.344269510176304,44.22,Two Year,Bank Transfer,West,Medium,0,1,0
1419,61,39697,7.2,36.979523958067304,64.15,Month-to-Month,Credit Card,South,Low,0,1,1
1420,48,35019,2.5,83.8071513800073,76.93,Month-to-Month,Credit Card,West,Medium,1,1,0
1421,48,31711,2.9,80.38562151863161,65.81,Month-to-Month,Electronic Check,East,Low,1,1,1
1422,55,39904,0.0,45.39618392708704,48.65,One Year,Credit Card,East,Medium,1,1,0
1423,37,21508,0.8,87.11053491893472,62.58,Month-to-Month,Credit Card,North,Low,1,1,1
1424,31,70689,0.1,54.92346225904104,42.2,One Year,Electronic Check,East,High,0,1,0
1425,28,14961,4.9,101.60901491300288,94.47,Month-to-Month,Mailed Check,South,Low,1,1,0
1426,18,54007,0.6,57.604350349450655,64.63,Month-to-Month,Credit Card,East,Medium,1,1,0
1427,68,33537,7.1,65.37146950591159,54.19,Month-to-Month,Bank Transfer,East,Medium,1,1,0
1428,27,21078,3.6,80.19826194105205,49.68,Month-to-Month,Credit Card,North,Low,1,1,0
1429,39,44860,0.9,77.99740029654056,83.18,Month-to-Month,Electronic Check,South,Low,1,1,0
1430,38,17046,0.6,64.19317719044608,66.02,Month-to-Month,Bank Transfer,South,Low,1,1,0
1431,45,41021,3.5,52.459474250010956,35.98,Month-to-Month,Electronic Check,East,High,1,1,1
1432,52,18350,8.1,64.25438859987615,70.6,One Year,Bank Transfer,South,High,1,1,0
1433,53,51725,4.4,40.30868490622993,50.25,Month-to-Month,Credit Card,South,Low,1,0,1
1434,34,24139,1.5,57.73840693955408,74.81,Month-to-Month,Electronic Check,East,Low,0,1,1
1435,39,31318,3.1,35.03246441503609,53.05,Month-to-Month,Credit Card,East,Medium,1,1,0
1436,45,47177,1.3,22.944130478554577,41.98,Two Year,Bank Transfer,West,Medium,1,1,0
1437,38,26241,24.7,55.90768175450997,44.12,Month-to-Month,Credit Card,South,Low,0,1,1
1438,62,38875,4.8,77.7210020320901,71.01,Two Year,Bank Transfer,East,High,1,1,0
1439,48,17455,3.3,71.66448354872907,75.48,Month-to-Month,Electronic Check,North,High,0,0,0
1440,51,56782,1.9,53.52557867693905,47.22,Two Year,Bank Transfer,West,Low,1,1,0
1441,50,105947,3.4,86.44581456715893,79.25,Month-to-Month,Electronic Check,East,Medium,1,1,1
1442,57,186412,1.5,44.75689496476167,32.03,Month-to-Month,Credit Card,East,Low,1,1,0
1443,44,42198,0.1,20.47901208763558,37.67,One Year,Electronic Check,North,Medium,1,1,0
1444,25,61914,1.8,15.722176704382683,20.0,Two Year,Electronic Check,West,High,1,0,0
1445,47,15072,9.3,33.73856306927709,38.11,Two Year,Credit Card,West,Medium,1,1,0
1446,33,91720,3.4,69.69924537872012,62.86,One Year,Electronic Check,South,Medium,1,1,0
1447,35,61508,0.3,43.57355169758705,57.68,Month-to-Month,Bank Transfer,East,High,1,0,0
1448,49,30755,7.6,63.29725555343144,56.45,Month-to-Month,Bank Transfer,West,Medium,1,1,0
1449,58,79256,1.1,84.6331009045116,66.85,Month-to-Month,Bank Transfer,South,Low,0,1,1
1450,42,34892,1.0,35.19825467359949,61.41,Month-to-Month,Credit Card,East,Low,1,0,1
1451,46,31197,1.2,63.612995172326016,55.27,Month-to-Month,Electronic Check,East,Medium,0,0,0
1452,64,52126,3.0,64.70133530780299,40.72,Month-to-Month,Credit Card,East,Low,1,1,1
1453,45,22362,2.8,39.506716207484146,47.64,Two Year,Electronic Check,East,Low,1,0,0
1454,75,70396,2.4,79.37579665441149,49.29,Month-to-Month,Credit Card,South,High,0,0,0
1455,49,22453,4.4,49.82127300010942,38.59,Month-to-Month,Bank Transfer,South,Low,1,1,0
1456,19,22526,1.3,48.09244634356583,60.28,Month-to-Month,Bank Transfer,West,Medium,1,1,0
1457,51,24334,5.3,93.00903793152351,109.05,Month-to-Month,Electronic Check,West,Low,0,1,0
1458,46,60944,0.7,64.40980136260093,48.52,Month-to-Month,Bank Transfer,East,High,1,0,0
1459,58,28588,5.3,71.65522989433896,49.98,Month-to-Month,Credit Card,South,High,0,0,0
1460,50,19122,3.8,79.3880727673931,60.63,Two Year,Credit Card,East,High,0,1,0
1461,40,28763,4.0,43.291468009734096,37.12,Month-to-Month,Electronic Check,South,Low,1,1,0
1462,26,39433,2.3,77.49677974696623,100.22,Month-to-Month,Credit Card,East,Low,1,0,0
1463,39,20961,3.8,45.96590593004194,42.65,Month-to-Month,Bank Transfer,East,Medium,1,0,1
1464,30,21302,0.3,45.19677899191065,51.72,Month-to-Month,Bank Transfer,South,High,1,1,1
1465,34,128182,6.7,50.10400049845355,69.66,Month-to-Month,Credit Card,South,Low,1,1,1
1466,49,25001,0.2,43.80283297099081,60.43,Month-to-Month,Bank Transfer,West,Low,1,1,1
1467,63,33601,0.6,69.79881578782893,70.12,Month-to-Month,Electronic Check,West,Low,1,1,1
1468,47,32794,3.0,59.809791792611,39.42,One Year,Bank Transfer,North,Medium,0,0,0
1469,26,31832,4.7,46.15796053689197,37.54,One Year,Credit Card,South,Medium,1,0,1
1470,47,56485,0.3,67.1410905967868,51.59,Month-to-Month,Bank Transfer,South,Medium,0,1,1
1471,57,67607,8.9,50.04671612704577,59.31,One Year,Credit Card,South,Low,1,1,0
1472,34,33918,12.7,49.09473333343582,65.87,Month-to-Month,Electronic Check,West,Medium,1,1,0
1473,40,20331,3.3,55.87630992822778,53.88,Month-to-Month,Credit Card,South,Medium,1,1,1
1474,42,80897,2.3,63.34228640199191,50.68,Month-to-Month,Credit Card,West,Low,1,1,1
1475,31,38084,4.7,62.01725768879355,51.7,One Year,Electronic Check,East,Medium,0,0,0
1476,50,103951,1.4,48.461514719449056,38.11,Month-to-Month,Electronic Check,North,Medium,0,1,0
1477,40,11671,2.4,70.24800173390923,55.4,One Year,Bank Transfer,East,Low,0,1,1
1478,47,44688,8.7,50.99690528056619,67.34,One Year,Electronic Check,East,High,0,0,0
1479,30,115293,10.9,43.21027920504306,36.63,Two Year,Bank Transfer,East,Low,1,1,0
1480,36,33047,9.2,28.575610322187675,40.96,Month-to-Month,Electronic Check,North,High,0,1,1
1481,51,35453,1.1,72.69721265798239,42.03,Month-to-Month,Mailed Check,North,Medium,0,1,1
1482,37,47218,0.9,55.22302137149214,60.54,Month-to-Month,Mailed Check,East,Medium,1,1,1
1483,64,29515,1.2,58.795702453189264,57.58,Two Year,Credit Card,South,Low,1,0,0
1484,36,33804,2.0,73.82445248259128,61.67,One Year,Mailed Check,West,High,0,1,0
1485,44,33329,1.3,46.40668783123931,58.65,Two Year,Bank Transfer,South,Low,1,1,0
1486,54,28421,1.6,30.260813527465686,54.7,Month-to-Month,Electronic Check,North,Medium,1,1,0
1487,23,78894,3.4,56.256052639873936,42.87,Month-to-Month,Mailed Check,East,High,0,0,0
1488,19,51719,5.0,60.54330793744532,54.87,Month-to-Month,Electronic Check,South,Low,0,0,1
1489,22,46066,4.7,50.268716809113286,58.16,Two Year,Electronic Check,South,High,1,1,0
1490,58,62612,5.9,81.52727640537104,40.17,Two Year,Credit Card,North,Medium,0,1,0
1491,34,34703,0.1,10.249001781015586,20.0,Month-to-Month,Electronic Check,North,Medium,0,0,1
1492,75,26217,0.2,75.1610194821961,77.6,Month-to-Month,Electronic Check,North,High,1,1,0
1493,34,28812,5.5,69.24076570655606,56.29,One Year,Mailed Check,East,Medium,1,0,0
1494,44,40174,2.7,63.22187399860827,72.45,Month-to-Month,Mailed Check,East,Low,0,1,0
1495,62,22413,3.0,5.0,20.0,Two Year,Bank Transfer,North,Medium,0,1,0
1496,68,30480,0.2,78.10999809886482,87.56,Month-to-Month,Credit Card,East,Medium,0,1,1
1497,68,30216,1.0,36.52418600855407,40.08,Month-to-Month,Mailed Check,West,Low,1,0,1
1498,57,129121,3.6,45.86154438909904,44.7,One Year,Electronic Check,East,Low,1,0,1
1499,55,8728,6.9,51.92933203377876,77.75,One Year,Mailed Check,East,Low,1,1,0
1500,49,36359,8.7,62.333524623735556,49.88,Month-to-Month,Credit Card,North,Low,0,0,1
1501,52,103686,2.4,66.5097047594659,60.13,Two Year,Bank Transfer,North,Medium,0,0,0
1502,34,42916,2.8,71.07112997774733,73.27,Two Year,Bank Transfer,South,Low,1,1,0
1503,31,60741,6.3,69.6853631814133,93.88,Month-to-Month,Mailed Check,East,Low,0,0,1
1504,41,42400,2.7,59.55268967583626,45.3,One Year,Bank Transfer,East,Low,0,1,1
1505,39,27804,2.5,62.48660786303663,47.3,One Year,Bank Transfer,West,High,0,1,0
1506,36,11695,8.2,35.36643311519956,52.19,Month-to-Month,Credit Card,East,Low,0,1,0
1507,51,44936,5.5,41.4815174772576,45.0,Two Year,Bank Transfer,South,Medium,1,1,0
1508,54,26197,8.4,71.11828402614698,67.67,Month-to-Month,Bank Transfer,East,Low,1,1,0
1509,43,25843,0.9,70.06977076111626,79.46,Month-to-Month,Electronic Check,North,Low,0,1,1
1510,61,30502,2.6,68.02838949599958,68.13,Two Year,Credit Card,West,Low,1,0,0
1511,27,104785,6.5,45.7404982901825,41.65,Month-to-Month,Electronic Check,South,Low,1,1,0
1512,39,150641,0.4,71.38885837498653,62.42,One Year,Bank Transfer,North,Low,0,1,0
1513,32,45227,5.5,34.09759985535356,45.86,Month-to-Month,Electronic Check,North,Medium,1,1,0
1514,18,31081,0.7,74.39247657752091,71.22,Two Year,Mailed Check,West,Medium,1,0,0
1515,40,21005,5.8,50.30432557757398,50.51,One Year,Credit Card,East,Medium,0,1,0
1516,40,51932,3.3,85.31506731413138,73.27,Two Year,Electronic Check,North,Low,1,1,0
1517,61,107001,0.8,27.61404234282127,46.04,Two Year,Mailed Check,South,Medium,1,1,1
1518,50,35030,2.2,86.74127282653339,63.1,Month-to-Month,Electronic Check,South,Low,0,1,0
1519,28,10846,4.0,48.493642075057686,40.43,Month-to-Month,Credit Card,North,Medium,1,1,0
1520,66,58019,3.5,48.169373391788604,33.56,One Year,Bank Transfer,North,Low,1,0,0
1521,57,69007,2.0,58.50709874174075,57.53,Two Year,Electronic Check,East,Medium,1,1,0
1522,49,16777,8.0,42.452579569587456,41.53,Month-to-Month,Credit Card,East,High,1,1,0
1523,39,44225,2.6,53.69807797655847,32.67,Two Year,Bank Transfer,West,Medium,0,0,0
1524,29,51440,2.5,41.722727225124615,31.15,Month-to-Month,Mailed Check,North,Low,1,0,0
1525,37,38553,0.2,42.380856442374636,40.16,Two Year,Electronic Check,West,High,1,1,0
1526,56,25979,8.9,63.763947105410296,61.59,Month-to-Month,Electronic Check,South,Low,1,1,0
1527,66,70176,0.7,38.77182108453671,42.93,Month-to-Month,Credit Card,South,Medium,1,1,0
