customer_id,age,income,tenure_years,avg_monthly_usage,support_tickets_last_year,satisfaction_level,customer_segment,region,churn,future_retention_offer
912,60,18757.852822043307,1.3625015364273825,35.19676214433454,0,Medium,segment_32,West,0,-0.04724899745457202
913,70,50103.88164027828,1.7645110537391384,,1,High,segment_2,East,0,-0.01036941613318925
914,62,20130.87288647913,9.755407060734711,46.97256767212431,2,High,segment_49,South,0,-0.01761218433826292
915,61,,12.897411965541712,15.539507500412375,2,,segment_45,North,0,0.0765287827135995
916,64,46869.266279080926,2.2780375113074873,47.268641091346424,1,Medium,segment_95,East,1,1.0132538174859014
917,34,16723.03536069258,23.576338557758362,95.46246144727279,1,High,segment_9,South,0,0.001668925261601028
918,27,19075.3679044511,0.37238765531417356,67.2398517153798,0,High,segment_116,South,1,1.0610885046136418
919,73,22438.187884069954,0.7563746674746975,139.00637277860088,2,Low,segment_109,South,1,1.1110121752411688
920,52,24211.79537882919,0.7908443847195672,104.83752276833805,2,Very High,segment_101,North,0,0.061749851041119935
921,25,16322.662963958168,2.077559496663983,,1,High,segment_4,North,0,0.12659096373258152
922,32,,7.633168808494257,68.81873384269522,3,,segment_37,West,0,-0.10382683228109035
923,47,41999.66767975196,5.118229022476201,44.940530895326056,2,Medium,segment_12,North,0,0.030038926739972528
924,41,52578.700510960436,5.079494579136209,62.906887658044774,2,Medium,segment_81,South,0,-0.0370517143181013
925,22,66459.27047048899,3.2152620173118382,21.07563745341117,0,Low,segment_79,South,0,-0.05567959725723664
926,19,318730.87548215466,11.247569209144055,273.8592886906112,2,Medium,segment_147,West,0,-0.1666702739943487
927,40,21448.624376803866,0.30969716937760655,20.87978877900155,2,High,segment_40,South,0,-0.10339486552793696
928,76,,12.045486576467846,60.55397045920999,4,,segment_84,East,0,0.045376799694021176
929,34,26995.295965160458,11.932686039132136,110.02031087859069,1,Very High,segment_23,North,0,-0.2347129669910969
930,68,47309.2012530093,8.827264906785794,54.499676379019775,5,Medium,segment_72,North,0,-0.05233639696825392
931,76,54373.762738810896,5.703981342627712,32.26013085171621,0,Medium,segment_108,North,0,-0.146161400756836
932,35,49104.20027519029,4.271250778396496,28.815057137235588,2,High,segment_15,East,0,-0.031459360582525714
933,43,,1.6905096444677516,38.036290551903356,3,,segment_119,South,0,0.22816784530304807
934,64,40878.8239945391,1.0385552530788562,54.036003340942216,1,High,segment_132,West,0,-0.237589613846816
935,60,,0.5843784133614245,33.437206391059966,2,,segment_111,East,0,0.0725609852181284
936,32,53560.34388405018,0.9955463557561732,43.12760853650717,0,Low,segment_76,South,0,-0.18864245907235053
937,75,20314.907558557443,11.909400046534213,2.3004826166158563,6,Medium,segment_106,South,0,0.03102300915293295
938,18,21272.089025495763,6.108456534797652,117.3407589222018,2,Low,segment_103,South,1,1.0419480475080865
939,73,69405.38283541321,1.3769338213404232,13.468366805285521,0,High,segment_79,South,0,0.07206879727451647
940,34,16690.182234479948,2.1395089450789437,103.50766448951646,2,Medium,segment_114,North,1,0.8611289663096474
941,53,,16.87627068601456,64.5433604090469,2,,segment_146,West,0,0.09013355895874658
942,72,36828.078252498686,3.2085158046480617,29.01675115084261,3,Medium,segment_106,East,1,1.063958521870336
943,22,147831.21255009517,1.5586632968894933,70.07820194977968,3,High,segment_83,East,0,-0.0013995164805567016
944,64,25790.30860434465,4.0531133871537595,96.67175507181877,0,Medium,segment_10,East,0,-0.020766966885824904
945,22,39484.21399204434,3.7140504064515425,90.40468641188245,1,Medium,segment_5,North,0,0.0068572719974610025
946,22,69874.98737863483,0.7509856890738211,32.257980792359454,4,Very High,segment_120,East,0,-0.026650020984662206
947,24,89478.57276705577,15.97154612782003,154.7226896993177,1,High,segment_109,West,0,0.059894869587164494
948,42,,7.880510023138441,78.47436110582528,4,,segment_81,South,0,-0.09001780353259349
949,26,80697.91423505377,12.89120541833089,90.3754177002389,0,Low,segment_138,North,0,-0.1116882687681171
950,31,29893.046309585083,1.732468048366402,390.9650969641004,0,Medium,segment_69,North,0,0.09820067230780248
951,32,13752.648147247828,6.424068253934311,61.55398701295366,3,Low,segment_67,South,0,-0.07617711042404612
952,41,83450.00055392363,2.3854927728642026,56.24073901118438,0,Low,segment_61,East,0,-0.11180426810444664
953,56,,9.418729003736809,21.565566903466653,1,,segment_14,South,0,0.07550434669257489
954,71,9654.547187596965,6.470177745819559,164.4168248690847,1,Low,segment_33,South,1,1.0363286417638111
955,19,20119.571742422693,0.2937654648190432,94.54958865434507,3,High,segment_61,South,1,0.910827980025235
956,50,73427.34562974542,4.5328353631233025,46.80918368698128,2,Low,segment_81,North,0,0.2209748300999903
957,19,30626.350692313565,0.3505787349500669,21.185976250548126,0,Medium,segment_131,North,0,0.008790604583332013
958,56,,2.4524496126593305,93.60813841695293,2,Medium,segment_10,East,0,-0.03573731097919696
959,67,,4.878644258430414,4.0110141336496055,2,,segment_100,North,0,0.008855587345989407
960,56,26824.53305499171,9.94647136849537,100.34273160666234,2,Medium,segment_86,South,0,-0.01969453549422631
961,45,,1.2390746234400305,28.52706029867696,2,,segment_67,West,0,0.002131261234510709
962,46,57418.93597595794,1.9171204521604814,22.69127601814036,0,Medium,segment_68,North,0,-0.2037074998180315
963,74,208944.0162860932,3.0973421476080545,40.69594620089923,2,Medium,segment_148,South,0,-0.1713596841263998
964,25,29935.493942472327,2.543674572464435,118.42548740124512,6,Medium,segment_9,East,1,0.940413844727615
965,50,,1.874800991743638,50.02322091363094,3,,segment_109,North,1,0.9066603295816515
966,52,,0.2572954736943388,84.57572864154952,4,,segment_116,West,1,0.8320039937791516
967,44,26818.392757985068,8.502666203920969,68.73683746222521,2,High,segment_121,East,0,-0.12362970312150799
968,30,,15.722836099230726,,0,,segment_61,South,0,0.15588884590864646
969,23,47398.471996784065,3.035059400012612,70.17451335390047,3,Very Low,segment_125,South,0,0.10979420904881843
970,75,86183.43989062688,3.8925936845598805,56.07133666297831,1,Medium,segment_60,South,0,0.009129705504653855
971,52,,3.7824486028016486,56.74007285571532,1,,segment_101,North,0,-0.005260532252872704
972,56,,19.535835445395076,74.88259111674213,3,,segment_108,West,0,-0.016893120925812483
973,63,109283.79517750014,5.504956916192258,87.10441505553473,1,Very High,segment_113,North,0,0.07433558518056058
974,55,50283.872196507655,2.5035400861658337,66.8101416929623,3,Medium,segment_92,East,0,0.09163175850372618
975,50,21579.660528643966,10.412228103582096,74.25242723756362,2,Medium,segment_126,North,0,-0.01039679621464764
976,52,107798.1099198342,7.585988495824378,57.87193806551511,1,Medium,segment_123,North,0,-0.09360983409655765
977,23,27712.669966108053,3.3941344139205984,85.73741779336864,0,Medium,segment_79,West,0,0.09831789600766822
978,52,28229.452063823912,2.025086969278454,55.54895671786149,3,Medium,segment_69,East,0,0.06956914064213732
979,75,139358.53968870066,2.5765550911278314,66.39272773270024,1,Low,segment_72,North,0,-0.07875158143948324
980,34,37691.542761947596,1.928222678921096,54.956784674591574,4,High,segment_122,West,1,0.9693050880035353
981,32,27437.413957300436,8.227590674723857,236.51377397134743,1,Medium,segment_11,South,0,0.06133408574546709
982,41,50555.611703902345,1.9170424757363937,8.84081343367268,1,High,segment_119,North,0,-0.09946961951465363
983,57,,9.505780595059997,123.82694935882122,2,High,segment_123,South,0,-0.014125877015569761
984,68,48131.09761059346,5.127582152315888,51.88066024763382,4,Low,segment_27,West,1,0.8731318940876005
985,74,8919.502979393921,18.910577609048552,86.58089406323577,1,Medium,segment_46,West,0,-0.012548026911283445
986,26,19157.243568926497,0.8894088057872984,41.1508861064156,1,Very Low,segment_17,South,1,1.0505990963761245
987,62,29696.02164297169,2.852293575968393,90.9717825605854,4,Very High,segment_36,North,1,0.9759374041785767
988,29,21140.174319792426,5.264809647575568,69.71197876521651,1,High,segment_25,South,0,0.17392136507036082
989,29,25926.476832212236,2.167228587082706,70.85112746826283,1,Medium,segment_11,East,0,-0.05457045964797918
990,25,13986.824118097484,1.3836081270017484,63.50432529983913,1,High,segment_48,West,1,1.0739048005018852
991,61,20453.860197744947,9.183129548800412,,2,Low,segment_13,South,1,1.1137977697549921
992,58,76423.88339126926,4.430029030734466,36.7762899424385,0,Very High,segment_129,East,0,-0.12863223733461557
993,46,48009.945407237305,4.61333360373165,157.1198316390817,2,Low,segment_45,North,0,0.0551704996032599
994,31,,1.0198421915698637,121.80151977024227,1,,segment_139,West,0,-0.04523431937338333
995,38,,20.71321502397208,67.59331255331104,2,,segment_124,South,0,-0.050989755348457566
996,21,63576.49758738132,4.53051705901485,13.146702848249843,1,Medium,segment_58,North,0,0.029322518260572472
997,76,22353.89684942438,8.157264718029907,101.78126075763785,3,Very Low,segment_112,North,0,-0.10291793538755888
998,52,,4.312441128322047,119.11071884862008,1,Low,segment_107,South,0,0.05125752040961954
999,73,54402.71956394779,2.465851487072467,69.69294077382654,6,High,segment_118,South,1,0.9756861543932673
1000,30,26134.641276272312,7.000714657794139,29.016862350400608,2,High,segment_139,North,0,0.007672530131865841
1001,53,79302.80622258506,4.575453238613855,58.18146232245265,1,Very Low,segment_119,East,0,-0.022030231171678818
1002,69,226162.26505457034,4.336457127452912,80.31716867658538,1,High,segment_17,East,0,-0.1321259801031349
1003,47,,5.44470540896289,45.19425999067378,3,,segment_119,South,0,0.01903315670465845
1004,18,53634.497940626374,10.201347909602662,43.54745524444787,4,Medium,segment_43,East,0,-0.13207792447916133
1005,41,92681.0325738336,0.8385913156224345,,1,Low,segment_27,East,0,-0.08615889648738295
1006,62,,6.106826298572665,84.15567416741129,3,,segment_68,East,0,-0.06537548402212688
1007,63,32284.60959798728,3.4127869387426557,115.21348331552747,0,High,segment_23,North,0,0.0731239820029424
1008,50,44542.51574054725,2.9600131862581005,51.560493227314986,2,Medium,segment_32,East,0,-0.04757773467568583
1009,76,79022.68931856706,2.6686622152941735,64.15128979537988,1,Low,segment_131,North,0,0.17879220475451463
1010,66,,1.9442089719320255,127.11610607144459,2,,segment_79,South,0,0.008110279744038771
1011,40,,1.1518763178907405,67.92253633253272,3,,segment_137,East,1,0.9505767216561214
1012,73,15254.804255555964,6.158230964482328,8.170176935013815,3,High,segment_4,South,1,1.0832976367053293
1013,33,76482.18694708649,0.6059602088059214,57.53250316070965,3,Very Low,segment_147,South,0,-0.032222044139417906
1014,45,23925.28162695006,3.339775783289372,12.713884912886572,1,Low,segment_116,East,0,-0.038959974700757335
1015,69,35838.23094208648,0.32250340459966076,93.66436607873872,4,Medium,segment_21,South,0,0.05965616919638566
1016,19,55343.79593115971,3.424096736623805,152.72328583734696,6,Medium,segment_23,North,0,-0.0059982400202525455
1017,74,8962.121792864022,7.947690549185624,97.54622998240916,1,Very High,segment_42,North,0,0.13843509971717285
1018,44,,8.313798810196184,24.862364033078176,4,,segment_67,North,1,1.0197488032354771
1019,26,,9.836721954127396,18.404033604259073,2,,segment_125,East,0,-0.12256727821409336
1020,34,42473.25307761071,9.499242545917514,75.57440470810155,2,Low,segment_28,East,0,0.016099335283457538
1021,30,,3.1233955724144904,23.44971622715646,4,,segment_23,West,0,0.1199039901913197
1022,63,98103.79145900042,3.9824741693380896,197.07324789184048,1,Very Low,segment_16,West,0,-0.11077503581899117
1023,25,,0.43373839618750365,67.68399926766045,0,,segment_145,North,0,-0.033978449106492115
1024,68,14354.001565077991,20.441012455680976,196.67757198718982,2,Medium,segment_73,West,0,0.04103174844693497
1025,65,30233.81337100519,8.445794649240417,38.967886231294926,1,Very Low,segment_82,East,0,-0.15616396462618318
1026,34,19812.16049715805,7.299151382353719,67.58836211599225,1,Medium,segment_48,South,1,1.1315945095979034
1027,54,,2.9131331695565668,59.73478139296795,2,,segment_97,South,0,-0.09236947122111107
1028,47,,2.132587090653908,84.58188229860367,2,High,segment_47,North,1,1.1024307805044302
1029,26,16993.18858673023,1.8782807553731422,123.14952352535262,1,High,segment_88,West,0,-0.2702553625002565
1030,65,169519.85542195095,2.892428389275996,242.8186781644188,1,Low,segment_83,South,0,-0.1986367284563413
1031,56,53014.745356997344,0.2693908785828694,209.07053193453592,0,Medium,segment_42,North,0,0.017283681739417973
1032,18,23702.609847616015,5.619636472052296,73.5733829632481,4,Medium,segment_44,East,1,1.0642395389037065
1033,79,146483.14854471778,1.874781292872014,96.44395339495772,4,High,segment_54,East,1,1.1447676451652686
1034,74,14563.722591825706,2.3217696172481954,103.19161949993537,3,High,segment_73,North,0,0.010342371105706696
1035,43,,19.895243539080763,92.82614702240758,1,,segment_114,North,0,-0.15182248839106938
1036,40,13521.252799248154,8.160916693335695,35.92877842348685,2,Medium,segment_98,North,0,0.09020075091468643
1037,44,19569.07342954646,7.237521381831622,42.93437115759643,0,Medium,segment_110,North,0,0.10767235009768646
1038,71,51100.66751568194,7.260532413445982,40.34602291003728,1,Medium,segment_104,South,0,0.07115304749262313
1039,29,,5.967464229130584,111.20962550557086,0,,segment_93,West,0,-0.03264938858183372
1040,77,115093.93333344144,6.1741770101925795,60.313053044195456,3,Very High,segment_82,South,0,-0.04245951387755393
1041,60,68566.66676132813,4.405851588180508,551.5326995588733,5,High,segment_119,West,0,-0.00314808873698089
1042,46,19553.241062200334,14.323471258692024,54.90429443858819,1,Medium,segment_150,North,1,1.1555002500981693
1043,33,,7.699624449847835,85.70618327798718,1,Medium,segment_138,East,0,-0.09939941352622171
1044,60,47489.770239041034,23.224794826302755,118.25322532946171,0,Medium,segment_50,West,0,-0.10789556605085256
1045,41,,9.453687459565431,64.13589407121039,0,,segment_55,West,0,-0.18639732397668612
1046,54,87456.68259087073,0.6639042314886283,198.37843635011262,1,Low,segment_17,South,0,-0.06896148406135034
1047,44,,6.672753785371874,25.233419505064717,2,,segment_121,West,0,0.05095666084628714
1048,67,20859.5161303033,0.16718989924709515,27.970941680463103,1,Very Low,segment_127,West,1,1.0045625662860125
1049,37,27263.874736965892,0.7324029100762602,102.16276981600211,1,High,segment_36,South,0,-0.058450121705409024
1050,45,58797.74501749216,4.733729412888736,224.02049367125753,0,Very Low,segment_55,South,0,-0.0489210882099666
1051,24,143739.79542106375,4.2333394866405145,117.35930797262496,1,Medium,segment_63,North,0,-0.1272349590409878
1052,78,54941.634068271625,32.08026270450123,,2,Medium,segment_26,South,0,-0.021586811929150438
1053,70,,3.19750262320721,9.137304487936534,1,,segment_19,North,0,0.06207695586199537
1054,40,,3.3046689049623863,74.84605425781741,4,High,segment_80,East,0,0.013882348731580244
1055,48,30066.490520047966,2.269175118786373,47.27313215988108,3,High,segment_5,North,0,-0.04740379018135532
1056,34,,0.5205620486821463,35.50778877470584,0,,segment_48,South,0,-0.018623431975719668
1057,53,,5.94880900366133,188.44984165638692,2,,segment_142,North,0,-0.011000930029618793
1058,26,,0.38995229680929383,101.93903045970649,0,,segment_74,South,0,0.06494077980505825
1059,39,109723.432282479,0.9533597233718787,204.54117040369357,2,Medium,segment_50,East,0,0.037800192066432016
1060,71,69040.61246440456,0.12579635253665683,41.5678847154411,1,Low,segment_135,North,0,-0.04428145157405001
1061,49,60394.46181651315,8.815732974901255,35.69999790100459,5,Low,segment_73,West,0,0.02695369032018314
1062,22,,0.0281762982771341,74.63220654369411,3,Medium,segment_24,South,0,0.0052513416328824145
1063,62,24647.254450487053,2.6007551065318113,25.546094243601807,0,High,segment_147,West,1,1.0089380858825032
1064,31,23665.00383220923,4.112665213570377,17.92225514003261,0,High,segment_79,East,1,0.9178951246871423
1065,70,22720.356597791888,2.3862648676495652,184.9941313055336,0,Medium,segment_53,East,0,0.05830359118303288
1066,77,96301.07396884217,1.9042474118032489,67.8312370996381,0,Very Low,segment_60,South,0,-0.008560642391592021
1067,79,106183.69200042688,1.8742395622391714,34.601316323965676,3,High,segment_96,South,0,-0.14402123300895497
1068,35,58452.384442081835,4.097333671010443,40.410623912578686,4,Medium,segment_104,North,0,-0.010779975468123466
1069,58,,0.5886842013042979,12.153257598351257,3,,segment_84,East,0,-0.04022345547498135
1070,24,16882.864851374892,0.8727448533098744,48.672708412273465,5,Very Low,segment_91,North,1,0.9185733320185437
1071,46,26142.73163928795,1.6660776813180518,36.626075482012006,0,High,segment_148,East,0,0.13583716477346056
1072,49,,4.772913355374911,150.93700565901977,2,,segment_74,East,0,0.06135912098376775
1073,66,12951.968100523549,3.671128494504682,78.69894992901807,1,Very Low,segment_109,West,0,-0.004219724440051704
1074,47,99399.21069488834,3.632513723193492,39.1000474143668,6,High,segment_147,North,0,-0.1278807164226857
1075,19,,3.67399076446856,119.50360796961391,0,Low,segment_74,South,0,0.12468996851336756
1076,18,,1.1637666355575482,110.09719298839299,1,,segment_148,South,0,-0.1322277934496925
1077,51,,0.309606361347589,42.06502571912284,2,,segment_66,North,0,0.02962715429155477
1078,34,38567.562782142,4.52694102382594,44.45730229443425,3,Very Low,segment_57,North,0,-0.007209403515152513
1079,67,,9.667005144839667,129.1191489033275,3,,segment_57,North,0,-0.016370687677623254
1080,42,56254.96278412247,0.2882602147092255,86.07416549095332,2,High,segment_142,West,0,0.0200659597411549
1081,25,5926.842176894395,3.194760967134368,27.559645236483103,1,Medium,segment_79,East,0,-0.13184937362232715
1082,77,40064.1779523492,10.040279625044604,57.50066517349318,1,Low,segment_55,South,0,0.010840209503495367
1083,78,69338.92545984586,0.7575521844566107,31.246596708493644,3,High,segment_80,East,0,-0.057774154113934544
1084,32,151176.35162044314,14.929148514479175,29.727916246644195,0,Very Low,segment_70,North,0,-0.010492589574803613
1085,42,,1.839492741189991,132.4966624229322,1,,segment_129,North,0,0.051714114653944245
1086,24,56742.07093646372,7.23511100187359,96.69498214458349,1,High,segment_58,East,0,0.021847677626016956
1087,53,42082.21892393558,6.0245731438489365,40.91464529294979,1,Very Low,segment_102,South,0,0.07856942958489907
1088,43,,0.9326140456795634,58.0189157520078,1,,segment_81,East,1,1.0387867512146447
1089,38,31267.184392397696,2.6562618154674946,60.101257898514156,2,High,segment_25,South,0,0.09958692835008161
1090,55,50373.313288289166,0.25296323790143266,80.74160095195379,0,High,segment_15,North,0,-0.13172173197541062
1091,74,,0.043397292789020075,52.712763294419965,2,,segment_109,West,0,0.07174810465807895
1092,41,100333.1801441341,4.047958933179209,28.934653531096437,2,High,segment_119,West,0,0.012716904422176534
1093,56,36332.80104664348,1.0238414160904141,59.03665072065172,4,High,segment_65,East,0,-0.0019384529973989928
1094,54,28739.414117105316,2.16953502940906,128.50997061609314,1,Low,segment_104,North,1,0.9823782542642131
1095,38,48613.42062994178,2.8933929366282176,116.27253194779153,0,Medium,segment_141,South,0,0.07509182800228509
1096,44,,3.413387355793429,82.63139675844783,1,,segment_42,East,0,-0.12832792819763147
1097,65,69649.58801749084,9.766526350901293,136.12348185968105,0,Medium,segment_134,North,0,0.015539354448627694
1098,18,36248.183878380245,22.95188001205585,80.5611863490436,0,High,segment_42,South,0,-0.057310579625355296
1099,52,17995.124043515047,7.848245167360162,103.37324718379288,3,Very High,segment_93,West,0,0.004645332214122428
1100,69,35189.61156279269,7.815765354654851,63.49161292930706,1,Medium,segment_137,South,0,0.14872114051763832
1101,60,207628.4998959643,0.47199673389464575,53.32468749688225,2,High,segment_10,East,0,-0.0892104356647743
1102,45,,10.707492091464745,,2,High,segment_14,West,0,-0.053591529300984
1103,34,5759.859361275474,0.9531990918611861,73.91982086932734,2,Medium,segment_119,West,0,0.0024279637125527685
1104,64,,1.4305642791348099,131.88300621508358,0,,segment_107,East,0,-0.06820009820545125
1105,33,48024.93092800174,1.4806372349545054,197.0039591893396,1,Low,segment_146,South,1,1.0050451768313924
1106,22,46733.31077546171,3.103192683886329,124.81910824305376,5,Medium,segment_138,North,0,-0.14119884046443776
1107,43,49396.995913096594,2.8315432285518147,54.74736178971643,3,Medium,segment_102,North,0,-0.07733103317610131
1108,64,,16.999356140745363,26.843204834918303,1,,segment_45,North,0,-0.1035004173904439
1109,32,40193.76238746269,2.810143782914158,201.38532964345004,2,Medium,segment_56,West,1,0.9118259366791052
1110,35,,12.528086711011186,126.77969246983795,0,,segment_73,North,0,-0.09791216540358297
1111,35,147773.8943227298,2.971264064558076,107.25935673534677,0,Medium,segment_19,East,0,0.13559810997886781
1112,20,,3.610294906913913,60.739737037897136,4,,segment_124,South,1,0.9715016222031925
1113,47,,3.3556238568901264,8.995828588246859,2,,segment_49,East,0,0.08243494759215197
1114,29,,1.420512310539933,35.310736154450936,0,,segment_109,North,0,-0.09463041627178022
1115,60,19932.819260252047,0.7462296044390414,65.90318489283382,4,Low,segment_141,South,1,1.048645807557057
1116,41,,3.6160992131535035,113.57240993191076,1,,segment_31,West,0,0.03579251748688978
1117,60,56797.761885006104,9.50783089711447,15.598784216959883,2,Medium,segment_32,East,0,0.23748485731042887
1118,33,77766.6745003744,8.729191992336421,241.73330592929702,6,Very Low,segment_68,East,0,-0.034479357111602556
1119,69,25126.53852790658,0.9147749798318053,18.91659907956781,0,Low,segment_149,East,0,-0.07693238823080445
1120,66,71291.42243720517,7.487796020201091,79.71246589908466,2,Low,segment_96,North,0,-0.0028482625413547595
1121,73,348377.47816562635,5.114517399838262,129.1533683799,0,Low,segment_112,West,0,-0.1559855067214069
1122,45,,4.560893937634833,8.758224890325954,1,,segment_141,South,0,0.13023347797557042
1123,30,26505.80755143164,0.11329298513105084,6.4984749797892025,1,High,segment_135,East,0,-0.03538944115078341
1124,28,,0.253059117887658,176.30913515362715,0,,segment_22,South,1,0.8252316622753931
1125,49,56627.43026903159,1.9818094966187536,33.05084146334646,1,High,segment_36,North,0,-0.033691557259444414
1126,32,29534.253685591837,1.5115936380013437,28.448120888725644,1,Very Low,segment_8,South,1,1.004889786364506
1127,38,,10.744110708879802,74.41397192907797,1,,segment_33,East,0,0.2109759157976602
1128,47,,3.8912948898686217,94.9424757681548,0,,segment_124,East,0,-0.08542660498253596
1129,19,191903.14743646613,8.0722281320784,51.3696392761779,1,High,segment_78,North,0,-0.0376360152363928
1130,56,40675.05150742471,1.5449719524931216,40.58562319096989,3,Very High,segment_116,South,0,-0.05922694908191061
1131,78,25122.503510876493,13.714588923732602,101.67428120176918,1,High,segment_17,North,0,0.009611541554167987
1132,23,35280.642730409345,1.302197913549508,101.24221327321429,1,Low,segment_131,East,1,1.0861710364735244
1133,47,24160.17890042797,2.617382732673006,72.21099834426957,2,Medium,segment_45,North,0,-0.05290796060122837
1134,19,43762.17965464788,3.7725057811254477,89.78720871143302,2,Medium,segment_8,East,0,0.06435539575520866
1135,79,166274.7708568563,3.3073739683220245,110.14245372960546,0,Medium,segment_69,East,0,-0.02439249978709782
1136,25,35223.77845524013,2.2058259745416566,38.639076643411414,2,Very Low,segment_97,East,1,1.013350060331782
1137,39,16007.806786203822,2.513810054862632,57.59453761526815,5,Medium,segment_114,East,1,1.012539519313573
1138,63,16177.793100604746,6.203345961815945,108.51231287728244,1,Medium,segment_93,South,0,0.07524412995723276
1139,29,33630.390139130956,4.243564103493051,43.51444316643081,1,Low,segment_149,North,0,0.014088353526318535
1140,54,,2.4809595527694106,241.4016744784313,4,,segment_41,East,0,-0.026969055106643165
1141,48,23318.207283077754,9.159982147583184,9.59779956804792,1,Low,segment_8,North,0,0.20569537780767644
1142,27,21213.65890697886,11.942577733946756,82.30152630212741,3,High,segment_76,North,0,-0.12263712778003931
1143,28,,6.3360928673221215,54.98071594232247,1,,segment_5,West,0,-0.018924171428541955
1144,40,35851.91668064678,1.2928601891798754,93.6108405902049,2,Very Low,segment_129,North,0,0.1491082008549731
1145,61,,4.413740693720477,20.41697480006836,2,,segment_3,South,0,-0.030176123853903038
1146,37,,1.2382861601273345,84.28897116126112,1,,segment_130,East,1,0.9822109720893455
1147,42,195968.41324894494,2.151657735941595,149.71959368141214,1,Medium,segment_137,North,0,0.04988565391124651
1148,55,,5.798570523473802,141.86859242878674,3,,segment_96,South,1,1.0968501626894647
1149,43,29427.061925092796,15.777657444749739,46.04120885786491,0,Low,segment_31,South,0,-0.16703790971923818
1150,52,,3.698611215856559,83.25639050298982,4,,segment_147,East,0,-0.039275859243947116
1151,74,30323.393672458224,18.90922070320963,58.199505483518834,0,Low,segment_125,North,0,0.04139547383886787
1152,69,108897.73237126759,11.240550767117432,73.36153384126561,3,High,segment_130,West,0,0.026108796696961367
1153,42,31670.2254929685,1.6589885577855876,70.31205279381906,1,Very High,segment_145,East,0,0.036899901427606734
1154,36,,7.456870776998363,39.880786737311304,2,,segment_44,West,0,-0.032281809751907135
1155,77,132525.02465288344,0.6119384501377945,96.62270636758416,2,Medium,segment_124,North,0,0.045321604524840166
1156,61,,4.658385095623935,38.99710529162054,2,,segment_125,North,1,0.9253018070642808
1157,38,,5.493597811961616,98.24244471446144,3,,segment_37,East,0,0.05723442767539236
1158,40,40085.632747195355,4.510471259641423,24.83125119603715,1,Medium,segment_26,North,0,-0.02640712208420483
1159,27,156700.2778960827,17.49842221154952,36.998906755967596,0,High,segment_8,East,0,-0.12905569103526343
1160,25,71815.63765676667,3.191252006822203,260.4602698179285,1,High,segment_57,South,0,0.21758760682653963
1161,69,64246.68239282919,5.33851863724717,9.60296108474959,4,Low,segment_91,South,0,0.1261129890190077
1162,37,39609.67474489103,15.810526239878671,71.04805391685132,3,Medium,segment_29,East,0,0.1674390579630261
1163,78,,0.4405620700317885,52.504811246450885,2,,segment_12,North,0,0.05761474021069836
1164,33,73406.61938300008,2.8254970113475095,32.399899452264364,6,Very Low,segment_144,South,0,0.0043423205243726245
1165,19,67814.64835112235,0.9827350562848393,194.73626173587257,1,Very High,segment_52,North,0,-0.14372057309059502
1166,77,31957.31218838123,0.3350591210993283,86.0763217822564,2,Very Low,segment_114,East,0,0.03928368582972005
1167,58,,5.743296308012595,,2,Very High,segment_77,East,0,0.1330507362906049
1168,33,86088.83056054119,5.340728234825132,33.71507532648771,3,Very High,segment_142,West,0,0.08973914289819693
1169,69,,4.177970299839554,117.48791608998904,1,High,segment_19,West,0,0.058780348806364284
1170,45,59824.668393098706,3.9875088600350463,44.321210996199284,4,Medium,segment_4,North,1,0.9919590183868325
1171,54,45792.87998952578,0.4979698936312403,31.8272815500027,2,High,segment_2,East,0,-0.0210998870952541
1172,78,30146.988685537508,14.85720237283904,145.40027703468957,2,High,segment_3,East,0,-0.03941207519772807
1173,79,34532.48088454777,8.506726634491784,64.35249872151581,3,High,segment_127,South,0,0.0022310342643251553
1174,21,56347.379219640345,0.3566406982343767,43.10753929643965,3,Very High,segment_108,South,0,0.08435078651690997
1175,67,44581.26540979494,5.410364428955494,55.25351001257705,1,Medium,segment_69,South,0,-0.1149112914911144
1176,58,,3.4021668023510605,590.7995041214792,2,,segment_71,North,0,-0.022979074256121376
1177,56,,6.409101771550225,60.049166226592405,1,Medium,segment_36,North,0,0.032312191837493086
1178,54,45525.876616150555,16.982110495724086,87.88004047258855,3,Very Low,segment_139,North,0,0.034791474743298405
1179,20,25819.582095360696,3.185735312604192,24.043509511971628,1,Low,segment_115,South,0,0.007225628144059511
1180,49,28317.906576941492,1.0176763233367419,14.039877421122835,2,Medium,segment_88,North,0,0.26474776787630316
1181,64,,4.246035952883279,68.3547510770214,2,,segment_57,North,0,0.1910155577605985
1182,53,18777.508246884383,6.593928660031945,32.829700627154324,0,Very Low,segment_13,North,0,0.10388326531591074
1183,75,95076.53264244428,8.190707072235345,61.14620236984049,2,Very Low,segment_28,North,0,0.044921502882377624
1184,61,,5.864752741585223,66.45775518057123,1,,segment_105,East,0,0.045932628185660226
1185,61,82457.68560453248,8.1349554836435,12.668504524745172,1,Very High,segment_70,South,0,-0.04514577441863474
1186,33,26569.257967216687,3.575845615149144,16.48352470680002,1,Low,segment_88,South,0,0.2750775703654529
1187,28,17460.095901564142,0.13660050234102997,150.47100180502628,1,High,segment_49,North,0,0.21701000866975684
1188,58,7787.417282255562,6.155709450635429,59.13641539355274,1,High,segment_37,South,0,-0.19934010027093826
1189,34,,0.006220759386913655,38.934617152631695,0,,segment_142,South,0,-0.05546471963975032
